"","t2_Ec_C.mzML","t0_Ec_C.mzML","t1_Ec_C.mzML","t0_Ec_3.mzML","t0_Ec_1.mzML","t1_Ec_2.mzML","t0_Ec_2.mzML","t3_Ec_1.mzML","t1_Ec_1.mzML","t3_Ec_3.mzML","t1_Ec_3.mzML","t2_Ec_1.mzML","t3_Ec_2.mzML","t4_Ec_3.mzML","t3_Ec_C.mzML","t4_Ec_2.mzML","t2_Ec_3.mzML","t2_Ec_2.mzML","t4_Ec_C.mzML","t5_Ec_1.mzML","t6_Ec_1.mzML","t4_Ec_1.mzML","t5_Ec_2.mzML","t5_Ec_C.mzML","t5_Ec_3.mzML","t6_Ec_2.mzML","t6_Ec_C.mzML","t6_Ec_3.mzML","t7_Ec_C.mzML","t8_Ec_2.mzML","t7_Ec_3.mzML","t7_Ec_1.mzML","t7_Ec_2.mzML","t8_Ec_3.mzML","t8_Ec_C.mzML","t9_Ec_C.mzML","t9_Ec_1.mzML","t8_Ec_1.mzML","t9_Ec_3.mzML","t9_Ec_2.mzML"
"758_217.134_1.727",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,2.69314350125426e-05,1.71786276984245e-05,1.65174222931243e-05,1.16295216816937e-05,1.01692681532461e-05,2.541805144526e-05,2.87077621997429e-05,1.22349957714316e-05,1.99751473328192e-05,7.51818120570756e-06,3.23115251659729e-05,2.13091530848505e-05,1.27523525121642e-05,3.83979540479629e-06,1.58270086999323e-05,1.30699368441538e-05,3.47152530214949e-05,1.72214200947611e-05,2.57376661568136e-05,2.94560683119169e-05,3.05148018469438e-05,2.00358295846186e-05,3.33288898165083e-05,2.306065089838e-05,3.88072655733389e-05,3.86308178396903e-05,5.26046740624257e-05,3.30756931747433e-05,2.42672759980973e-05,3.92726570992001e-05,3.51977658522828e-05,4.91158115091348e-05,6.19429781808275e-05,1.21643279245825e-05,1.46848626984902e-05,6.9127073820888e-05,3.11456562505364e-05
"759_298.116_1.651",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,6.35948038154679e-05,5.24423915464687e-05,5.48121669782293e-05,3.43654862476065e-05,0.000102436137978303,4.2331817740541e-05,0.000140393844286619,6.24131947314019e-05,6.22561538375452e-05,4.92108435601102e-05,0.000143269825865372,0.000100963202123506,6.01312037010184e-05,7.81492528614883e-05,0.000106536402918517,6.46653986152557e-05,0.000160387556517544,0.000179789088135013,0.000102230671517818,0.000112791505265617,0.000178765898679746,0.000169417004533022,8.06715357455092e-05,0.000213574005683863,7.32414024616905e-05,0.000176675175776969,9.0609234887728e-05,0.000148714782828479,5.90065318989966e-05,9.5920734262222e-05,0.000178327977230539,0.000196088957881034,0.000165829061978967,0.000227701916294315,9.69990920927057e-05,0.000246167975102405,0.000225839041645009
"762_329.097_1.636",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,1.25453016325712e-05,1.057042884616e-05,7.77688547036193e-06,1.5864591143721e-05,1.9536287549472e-05,3.87976920818756e-06,1.72140460880629e-05,4.36951164726367e-06,9.67539643277278e-06,1.18594755618098e-05,1.44040614059939e-05,1.7531061745657e-05,1.38943847372632e-05,3.5542906387005e-06,4.41413703270674e-06,1.39870920507428e-05,1.71483306913297e-05,6.47080692500325e-06,1.53518827939572e-05,1.87938994533453e-05,1.51992809460507e-05,2.19543062385335e-05,1.24499498805114e-05,1.36413527135797e-05,1.30237020675741e-05,2.06519115647969e-05,4.89703088256431e-06,1.5816131256563e-05,1.95805181086934e-05,1.44418542455862e-05,1.63160077657333e-05,1.84945835854e-05,1.47596634269737e-05,1.52517336918571e-05,3.9652444466132e-06,1.72234931785051e-05,1.79976769983053e-05
"763_276.134_1.66",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,0.000109965541515817,0.000154304413842028,8.16351599605712e-05,9.45668543654496e-05,0.00010728842471959,6.80469383545038e-05,6.6752862356682e-05,8.87932801185528e-05,7.58287039204462e-05,6.8571801330745e-05,0.00010876826015279,0.000124074731460322,0.000108436117161808,0.00011782691481402,4.47998771590498e-05,7.84733830863999e-05,0.000106701188728548,0.000111290864707158,6.54834942339338e-05,0.000105020689302371,0.000122305561891236,0.000111518469276301,7.41312670768745e-05,0.000126327403843584,7.00807481986889e-05,0.000158222207708066,8.21059105618817e-05,9.55058529525385e-05,8.55048502962236e-05,8.99751568282249e-05,0.000137825265126142,0.000110964665125312,0.000189595010511213,0.00015504133706591,8.02811961317122e-05,0.000168212784841402,9.88775569279528e-05
"765_280.096_1.641",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,8.83660907939404e-05,8.5644474427295e-05,8.63921412797027e-05,0.000104995027865657,7.10060979888305e-05,7.92390320084679e-05,8.16035574782321e-05,0.000102802704867469,9.7797086918349e-05,7.51870486093215e-05,8.84754501809776e-05,0.000104140557484322,7.83049583795662e-05,7.7832396250726e-05,0.000122191344016813,9.44269438491117e-05,0.000107874751877075,9.76033431114148e-05,6.86470712488275e-05,6.43014216101256e-05,9.99626424253714e-05,0.000105144544885761,5.99625299732979e-05,0.000101940398885236,7.19448200256497e-05,0.000120998071901691,8.21014510821331e-05,6.40525510963405e-05,7.28588769356622e-05,8.66005553735777e-05,0.00010198143423193,8.83066316662052e-05,0.000113137589540523,7.56565161808391e-05,8.23573269475051e-05,0.000107132667924325,4.99181247133899e-05
"766_284.131_1.673",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,4.8997080071022e-06,4.94384924660252e-06,4.00582078307255e-06,4.96325208185873e-06,5.10928399770941e-06,3.87976920818756e-06,3.80792602665738e-06,4.36951164726367e-06,3.64155443354892e-06,5.56928996277209e-06,3.50921594886171e-06,4.14301433439651e-06,3.49897115796977e-06,3.5542906387005e-06,3.45071643048486e-06,4.07379824713102e-06,3.56298929996408e-06,3.53097883144433e-06,3.70565443263409e-06,3.41473492010482e-06,4.09496239487045e-06,3.49591839256247e-06,4.19499764556297e-06,3.84083298719294e-06,4.06632922014098e-06,4.82326404439524e-06,1.09174126806257e-05,7.7960925738089e-06,4.02499743716103e-06,3.87465406031185e-06,3.55058758774457e-05,4.5090053920905e-06,5.41759588149099e-06,3.36738239521668e-05,3.753274650092e-05,1.64415313663408e-05,2.48393235624123e-05
"769_349.223_1.662",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,1.81421108475963e-05,2.9966522586177e-05,1.97567559677366e-05,2.78077202441335e-05,1.39373018799333e-05,1.46867097457407e-05,1.10758012859182e-05,2.024860123533e-05,1.16096400763795e-05,1.0174790044604e-05,8.43735159174819e-06,1.11979252816222e-05,8.62713984450488e-06,1.21902108169719e-05,1.04941326199735e-05,7.95210393801721e-06,6.34295758469495e-06,5.90526797236721e-06,6.91822529612403e-06,6.43342043347768e-06,7.11567599407284e-06,6.33641706641526e-06,8.08245072369245e-06,4.13699833379833e-06,1.16525231135217e-05,1.2560414818277e-05,1.07975595474523e-05,1.16299078777765e-05,1.12378836902206e-05,1.15745896639291e-05,1.17151968014743e-05,1.32565883982869e-05,9.46183554767837e-06,7.30658361272692e-06,1.19333410406214e-05,1.10337875561892e-05,9.91086759354353e-06
"774_629.173_1.637",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,4.33167949756349e-05,6.82879285428927e-05,5.21915241332227e-05,6.50492199761108e-05,4.63447373160077e-05,2.99881609899051e-05,4.7272469335907e-05,5.3016435786923e-05,4.28932585568933e-05,2.16293254317359e-05,4.77556395340087e-05,5.28075064707994e-05,3.44957304365035e-05,4.21663241608714e-05,4.41530648288736e-05,3.24030204644121e-05,4.58296007833314e-05,3.87871180198294e-05,4.36347559519512e-05,2.09830183687697e-05,3.82618846160603e-05,4.04643809501704e-05,3.64548659417715e-05,4.52557059332302e-05,1.79649831084684e-05,4.81030449999471e-05,3.22973866525482e-05,1.41916771169114e-05,2.35009970715124e-05,4.61252410465422e-05,3.28772584351167e-05,5.69501437240707e-05,4.51332633616891e-05,2.69134593705639e-05,2.1995145665184e-05,3.72633598746813e-05,3.87317894754664e-05
"776_155.118_1.675",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,1.84391104344665e-05,2.0073373518869e-05,1.56334367813232e-05,1.78261590387348e-05,1.29193916834581e-05,1.27762778027974e-05,1.5553187705307e-05,1.83273550421434e-05,1.54912122054928e-05,5.56928996277209e-06,1.85304064316277e-05,1.86791937679941e-05,1.41855351864859e-05,1.61934312029137e-05,1.39102319323639e-05,1.61011986294572e-05,1.45613875884478e-05,1.49519223609994e-05,2.74408925810504e-05,1.75003768295368e-05,1.75296510837456e-05,1.96436824116209e-05,1.66299765307593e-05,1.94428330331492e-05,1.58789243659838e-05,1.90415561288125e-05,1.57899811307495e-05,1.76909144189591e-05,4.02499743716103e-06,1.43130801281803e-05,1.51810816809033e-05,1.46537502937234e-05,1.69045410229352e-05,3.71325841548546e-06,1.43845128046103e-05,1.85926737280255e-05,1.19871419615419e-05
"779_298.116_1.654",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,2.81841873077722e-05,3.01826984988126e-05,5.28469236407478e-05,5.60516781892388e-05,6.93181281240694e-05,3.01957925155359e-05,7.93493158270897e-05,6.97633746661352e-05,6.28751678095622e-05,4.76210730294094e-05,8.17551618666311e-05,7.89539335215333e-05,8.85198228172807e-05,5.81114476743371e-05,5.62355999726004e-05,5.50150335485909e-05,8.39869805662665e-05,6.06205308970107e-05,7.53601702701476e-05,6.92934086262268e-05,9.8959126547988e-05,0.000119457258082519,7.10065931163081e-05,0.0001746723541645,7.36747008288508e-05,0.000112105963272633,9.08435373139089e-05,0.000100320442451499,7.43251901284098e-05,7.17536238451137e-05,9.75851998064308e-05,0.000142307999606683,0.000166336794000755,0.000118610609037345,0.000115186402776165,0.000192272517821878,0.000137146269703317
"781_185.128_1.783",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,0.00344024684087729,0.00251244751508797,0.00269550893369378,0.00153201582375149,0.00217205240954264,0.00319004823371839,0.00239857600118507,0.00272021917158185,0.00133219007115541,0.00211208607930423,0.00298630177261362,0.00265065216630601,0.00117190429649478,0.00131963506526595,0.00130079822884265,0.00379251383634017,0.00316624202117815,0.00161486157164481,0.0021286303380292,0.00300938566507014,0.00340143799789031,0.000166895988799578,0.00231953695148204,0.00180943926536986,0.00258283903044645,0.00211223719200141,0.00185472774593045,0.00182888036684035,0.00132247938563209,0.00167970903922472,0.000203605943116222,0.00248455236666244,0.00270602027019581,0.00226989929066003,0.00235149608977849,0.000263565283802083,0.0025917081080384
"782_276.134_1.665",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,8.18226387365851e-05,0.000108939201566212,7.88822484447268e-05,9.49081471363945e-05,5.51467542880308e-05,4.20238757401274e-05,4.30218350023044e-05,7.65006696790734e-05,7.5970535987031e-05,5.76418553478317e-05,5.51388630954974e-05,7.01622062788595e-05,5.92463560760734e-05,0.000102516878671619,5.79149516897083e-05,5.07509858944726e-05,5.76653829213746e-05,4.9960818961261e-05,6.59064652665301e-05,6.40219002592241e-05,7.24994063376149e-05,7.9129871461753e-05,7.76403837213013e-05,9.20010207059272e-05,7.0956824036627e-05,0.000104005133779142,8.26249250235586e-05,8.321316546074e-05,8.63128690661199e-05,8.41963767697609e-05,7.3932541248832e-05,9.53801548276745e-05,0.000129402129632765,9.00889301506685e-05,8.0664059119471e-05,0.000129489356097031,9.95072115737151e-05
"783_323.111_1.67",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,1.63624395817962e-05,4.94384924660252e-06,4.00582078307255e-06,4.96325208185873e-06,5.10928399770941e-06,1.30371258335313e-05,3.80792602665738e-06,9.25890700134695e-06,3.64155443354892e-06,5.56928996277209e-06,1.32809557574087e-05,1.62209242214807e-05,2.36502540269838e-05,1.43188845408163e-05,3.45071643048486e-06,2.40212844170982e-05,2.00565861750012e-05,6.31381441188672e-06,1.35359035190085e-05,2.16580541573106e-05,1.80026040174446e-05,1.77463613552012e-05,4.19499764556297e-06,1.80886161061576e-05,2.45067642040764e-05,2.99048338997446e-05,2.84722868436948e-05,2.59982282556592e-05,3.29327566794054e-05,3.87465406031185e-06,2.94069838766234e-05,3.92210853292163e-05,2.28432990778565e-05,3.04390108969545e-05,2.10648673096625e-05,2.56164303433601e-05,2.63125899134284e-05
"784_174.111_1.705",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,4.8997080071022e-06,4.94384924660252e-06,4.00582078307255e-06,4.96325208185873e-06,5.10928399770941e-06,3.87976920818756e-06,3.80792602665738e-06,4.36951164726367e-06,3.64155443354892e-06,5.56928996277209e-06,3.50921594886171e-06,4.14301433439651e-06,3.49897115796977e-06,3.5542906387005e-06,3.45071643048486e-06,4.07379824713102e-06,3.56298929996408e-06,3.53097883144433e-06,3.70565443263409e-06,3.41473492010482e-06,4.09496239487045e-06,3.49591839256247e-06,4.19499764556297e-06,3.84083298719294e-06,4.06632922014098e-06,1.61720162768622e-05,2.48905473542025e-05,4.11471625328757e-06,4.02499743716103e-06,3.87465406031185e-06,2.42608653825143e-05,3.82995971621996e-05,6.03172774465651e-05,6.56890203629338e-05,2.38012860821511e-05,8.16446768417515e-05,7.53911823237638e-05
"785_173.107_1.7",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,1.5667146816287e-05,1.93145018488263e-05,1.73609911367643e-05,1.93256410482092e-05,9.99167291460499e-06,1.49875082730557e-05,1.77272849505215e-05,1.62577218113593e-05,1.83462730726132e-05,5.56928996277209e-06,1.81440814509845e-05,2.02287680377499e-05,1.98018112786527e-05,1.80365847769827e-05,1.98920516134541e-05,1.99970921816552e-05,2.05725923632979e-05,2.07247736579395e-05,1.85561285298693e-05,2.22987095677406e-05,2.23813986292283e-05,2.32746188164723e-05,2.08631491004623e-05,2.9558338799701e-05,1.59973483763507e-05,0.000248084701390003,0.000363133181898937,5.56281940137782e-05,6.10886387052258e-05,6.96656688667247e-05,0.00028857102675206,0.000532942191641383,0.000629226591939639,0.000764567894310634,0.00032579741342089,0.000884293976277052,0.000823304923585406
"786_287.15_1.703",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,1.32555329130399e-05,1.23308815776308e-05,1.23446749373088e-05,1.38905966677514e-05,9.77774871311056e-06,1.29175174732446e-05,1.48838046642328e-05,1.44168045532196e-05,1.23135014931338e-05,5.78714946528182e-06,1.56074820681383e-05,1.78324709889794e-05,1.50257463081536e-05,1.29384918688771e-05,1.60626973967987e-05,1.75068775343419e-05,1.62624727791645e-05,1.37192347736497e-05,1.61481045409127e-05,1.60560854077874e-05,1.8193893998696e-05,1.8614738758042e-05,1.38157312820512e-05,1.85752372032126e-05,1.33613153675994e-05,1.80326845163231e-05,1.349662323163e-05,1.51883671567432e-05,1.46807773623372e-05,1.34565171660628e-05,1.62485931136645e-05,1.8632287843807e-05,1.88480274706689e-05,1.41835822721973e-05,1.45465266279596e-05,1.71566548349483e-05,1.45347554917542e-05
"788_301.129_1.71",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,0.000111629204453375,7.30539291797284e-05,5.89663626823514e-05,8.62563658380876e-05,4.52740194269338e-05,5.94825332651508e-05,6.28063100267175e-05,0.000104027073125805,4.77616677636107e-05,3.7601161744388e-05,4.99600067389326e-05,9.79374925284729e-05,8.1832657149911e-05,5.32723611913886e-05,5.16255912590886e-05,5.43389301549579e-05,4.407150397944e-05,6.02903056183785e-05,4.3065244293309e-05,4.96898697202701e-05,8.54388894625704e-05,8.3587664972615e-05,6.01683900701862e-05,5.22454212660898e-05,6.21679004427721e-05,7.24399187680086e-05,6.60337123725413e-05,7.37423145382998e-05,6.2258197579491e-05,5.49273860950522e-05,6.94180448878668e-05,7.01353698684052e-05,7.53537126176562e-05,5.50996799678369e-05,5.5925926653424e-05,6.59642288528704e-05,7.07647463304857e-05
"789_249.124_1.718",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,5.67140160991914e-05,5.39113107651574e-05,4.30582974223985e-05,6.01048878217314e-05,3.50272730383572e-05,4.55045500059097e-05,4.54999909951031e-05,5.55208377471152e-05,4.14843347646469e-05,2.86100281571419e-05,4.52925948456275e-05,4.77612468046833e-05,4.89253211839949e-05,3.91832984423196e-05,4.45421885414464e-05,5.53648328420521e-05,4.09125374196843e-05,4.45723886862866e-05,4.31122763885217e-05,3.93878520288601e-05,4.99990482896702e-05,5.31255428371517e-05,5.0168981593122e-05,5.06473593783335e-05,4.38622926184009e-05,6.04456675459783e-05,5.79604354016054e-05,5.45314331131821e-05,5.20944997759353e-05,4.93134918063741e-05,5.87086999112817e-05,7.16311204603369e-05,7.39651996457074e-05,6.91895207059568e-05,5.28397145685827e-05,7.14702297858452e-05,6.71253051612027e-05
"796_237.16_1.74",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,1.62516601241008e-05,8.63219537454686e-06,1.38817166684816e-05,1.58829937912104e-05,1.96705168244187e-05,1.13659981789742e-05,2.54615831192411e-05,1.40734335695634e-05,1.40636426102347e-05,1.35363189686217e-05,3.0652558701099e-05,2.67714721602179e-05,2.99452469052613e-05,2.10089108160413e-05,1.79108300135157e-05,3.25811296064691e-05,3.01924704700631e-05,3.47728188809445e-05,2.94979273335777e-05,3.21241931125227e-05,3.08679765869176e-05,3.5495971705191e-05,3.50716595938245e-05,3.49857662487055e-05,3.22585157871343e-05,4.07248572637273e-05,4.43609516949289e-05,3.37042898326579e-05,3.24122484141747e-05,3.66091987038046e-05,4.74459979841896e-05,4.65858895206388e-05,5.16351364363677e-05,5.34396454111002e-05,4.23557703992798e-05,6.31346317486834e-05,5.28580318028412e-05
"798_274.119_1.749",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,0.000315511193727843,0.000325276636031714,0.00026142997990492,0.000327921287481033,0.000198983642996474,0.000246531435105397,0.000245634363437269,0.000287483966678014,0.000240381676955759,0.000161606523968679,0.000232539490074414,0.00027566204839809,0.000232364147462815,0.000239499636276427,0.000232413924824849,0.000270262850234198,0.000234659014569108,0.000239546245015256,0.000231733916645033,0.000228552578628085,0.000270470341570615,0.000245475248473081,0.000257045005322244,0.00027478681737609,0.00025149255018334,0.000308572787020195,0.000256886630680315,0.000270550755345217,0.00025317932856993,0.000253083184711768,0.000261198200648564,0.000314389083941223,0.000305867236491922,0.000261361203717321,0.000258608588963064,0.000268158057878944,0.000254098697528849
"799_208.097_1.751",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,4.79571541260892e-05,5.44018361792534e-05,3.78586495057664e-05,5.18470274264419e-05,1.7230736034034e-05,3.73057879242941e-05,2.8223374999856e-05,4.09968351269508e-05,3.00163256281071e-05,1.0271678387595e-05,2.83948236456601e-05,3.10890596533192e-05,2.74603195839579e-05,3.09701916197456e-05,2.76736544811267e-05,1.27654696439328e-05,2.42011629941953e-05,2.09522855188912e-05,2.42204309170847e-05,2.63536066386375e-05,4.09496239487045e-06,2.44549145715688e-05,1.15199313783195e-05,6.42816974213646e-06,2.54944125143926e-05,4.82326404439524e-06,3.65891083511998e-06,4.11471625328757e-06,4.02499743716103e-06,3.87465406031185e-06,3.78642495550139e-06,4.5090053920905e-06,4.65054673132766e-06,3.71325841548546e-06,3.9652444466132e-06,3.62709590817036e-06,3.54886317450509e-06
"800_289.118_1.746",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,4.8997080071022e-06,4.94384924660252e-06,4.00582078307255e-06,4.96325208185873e-06,5.10928399770941e-06,3.87976920818756e-06,3.80792602665738e-06,4.36951164726367e-06,3.64155443354892e-06,5.56928996277209e-06,3.50921594886171e-06,4.14301433439651e-06,3.49897115796977e-06,3.5542906387005e-06,3.45071643048486e-06,4.07379824713102e-06,3.56298929996408e-06,3.53097883144433e-06,3.70565443263409e-06,3.41473492010482e-06,4.09496239487045e-06,3.49591839256247e-06,4.19499764556297e-06,3.84083298719294e-06,4.06632922014098e-06,4.82326404439524e-06,3.65891083511998e-06,4.11471625328757e-06,4.02499743716103e-06,3.87465406031185e-06,3.78642495550139e-06,4.5090053920905e-06,4.65054673132766e-06,3.94492275121533e-06,3.9652444466132e-06,3.62709590817036e-06,4.4328926242514e-06
"801_295.111_1.754",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,0.000105503580655839,0.00010503089051021,7.79049813436499e-05,0.000107624992674862,5.78547657048592e-05,7.95605089020991e-05,7.57489510917356e-05,9.79618289605621e-05,7.60744218187152e-05,4.65605772936305e-05,7.66902991194939e-05,9.24876068965488e-05,7.57295762430748e-05,7.80332948372387e-05,7.82438955233482e-05,8.51733035586379e-05,7.85678687363466e-05,7.88162386229433e-05,7.50276059883787e-05,6.43414490857093e-05,8.6623188252267e-05,7.9884464425675e-05,7.27821531606695e-05,9.14591368961149e-05,7.70414443445317e-05,9.98141578988674e-05,7.29480395378772e-05,6.81108238441462e-05,8.05439714847066e-05,7.62169454750347e-05,8.13218008260922e-05,9.56928937425552e-05,9.0943577668299e-05,7.86315253823791e-05,7.61427065121713e-05,7.97573445495025e-05,7.28261307391053e-05
"802_185.144_1.794",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,4.8997080071022e-06,8.58378647872558e-06,4.00582078307255e-06,6.94269941377333e-06,5.10928399770941e-06,3.87976920818756e-06,3.80792602665738e-06,7.54138725827177e-06,3.78922430060686e-06,5.56928996277209e-06,3.50921594886171e-06,8.01275803955586e-06,3.49897115796977e-06,8.216935754364e-06,3.45071643048486e-06,7.96973993635022e-06,4.09328368085372e-06,3.73300557608987e-06,3.70565443263409e-06,3.41473492010482e-06,4.09496239487045e-06,4.56649438687764e-06,5.94797086909085e-06,4.82472569083174e-06,4.06632922014098e-06,7.75985828092031e-06,3.92205579669367e-06,4.11471625328757e-06,4.6261552792925e-06,6.3380337977677e-06,3.8885520554921e-06,9.67881653948735e-06,1.78633254477053e-05,3.71325841548546e-06,3.9652444466132e-06,6.1993676048308e-06,3.54886317450509e-06
"803_185.109_1.798",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,1.47142264670173e-05,1.46915656546074e-05,2.03001531090919e-05,1.92572177551699e-05,1.17409853911442e-05,8.79423351019351e-06,1.21460003919805e-05,1.35054910358873e-05,9.78643386737535e-06,7.36401273023783e-06,1.09776344399809e-05,2.3286280713344e-05,3.49897115796977e-06,2.17554052847869e-05,6.1749190603467e-06,2.22934347054836e-05,1.14135593911532e-05,1.08225720055909e-05,1.1855879253965e-05,1.69845034133274e-05,1.45922723614502e-05,1.14386245582115e-05,1.61136587602659e-05,2.12413770200267e-05,1.32882294163905e-05,2.51415071718692e-05,1.32674603801484e-05,1.38923069260764e-05,1.71160536462948e-05,1.5018500716406e-05,6.08861898552082e-06,2.08622316660863e-05,1.52009812946712e-05,2.50009942332379e-05,2.27140025776914e-05,1.71481726698757e-05,1.87411167162216e-05
"806_202.084_1.759",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,4.38125007505605e-05,3.74846785067294e-05,4.64268672147279e-05,4.45098806042856e-05,4.14414079321698e-05,4.17599978630734e-05,5.46729905536835e-05,4.94474868962965e-05,5.08006803121781e-05,3.10749121926436e-05,5.79717536131527e-05,6.45200225155922e-05,5.67907732861171e-05,4.49556551963743e-05,4.60269064741638e-05,6.83408754515136e-05,6.83334799917509e-05,6.93892339640163e-05,5.43091523308987e-05,6.23391232428873e-05,6.90007687639327e-05,6.76077848688429e-05,8.22075175361234e-05,7.95062831029891e-05,7.24301233531284e-05,9.78222369388016e-05,0.000100635107211138,9.77110502337846e-05,9.42041512162204e-05,9.25040013461384e-05,0.000107062482721606,0.000113353474162265,0.0001090097662376,0.000101874812361419,0.000101601207863913,0.000108145880696984,9.62950003825058e-05
"807_180.102_1.761",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,0.00054549503083612,0.000545968596110312,0.000464003996527138,0.000558912660401025,0.000349087596279429,0.000443594123262723,0.00044505413498071,0.000527511672133931,0.000445188635405354,0.000281752538314714,0.000443340775750241,0.000523794151582622,0.000442289409613276,0.000434256236796801,0.000433102736129475,0.000518996325770798,0.000457355704114395,0.000460299975624926,0.000438131892151374,0.000435581782021293,0.000507970886097524,0.000456883579817917,0.000502195198414436,0.000561652473170613,0.000516806516674524,0.000779863266194635,0.000739414581187177,0.000709299179977329,0.000680738432724023,0.000678576828510504,0.000752227268436138,0.000829732122279637,0.000779711455295666,0.000744638266489422,0.000739236015743906,0.000749158649558162,0.000710983733932317
"809_153.102_1.762",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,3.72509811825588e-05,3.76676140564406e-05,3.16165276820391e-05,3.91968325909849e-05,2.14781939843306e-05,3.06193631767006e-05,2.94262569707802e-05,3.38912643062703e-05,2.91943399598507e-05,1.5114811908973e-05,2.96541476274104e-05,3.48394766248558e-05,2.94472000430583e-05,3.22633635472169e-05,2.94144071431957e-05,3.37615770115588e-05,3.10689705683233e-05,3.30667354181592e-05,2.87113229701656e-05,2.91239404579366e-05,3.61840163184957e-05,2.83611503725555e-05,3.14778721684539e-05,3.89267301394254e-05,3.09296737339638e-05,5.46419719850495e-05,4.19414332677497e-05,4.06302444748319e-05,3.86926551959168e-05,4.16691933954333e-05,3.93320070183807e-05,5.25006246367865e-05,5.77101483482304e-05,4.52853407766427e-05,3.87247151963262e-05,4.41666768730461e-05,4.31482017483105e-05
"810_253.191_1.759",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,2.5262124270296e-05,7.70917018727465e-06,2.19330813830983e-05,2.90260945152764e-05,1.76829191996725e-05,1.38140254075462e-05,2.33654138769142e-05,2.02690611313438e-05,1.73395631254609e-05,9.56553796841181e-06,2.42402120066941e-05,2.38477724669867e-05,2.40008981350302e-05,5.00412627856112e-06,1.34594864509693e-05,1.87191570321078e-05,2.44116783285381e-05,2.30393237187935e-05,2.42510719364772e-05,1.92847435698375e-05,2.16823822417904e-05,2.41620650338696e-05,2.84379135453649e-05,2.87470867454443e-05,2.89810879078742e-05,3.33711995265097e-05,3.08854046058231e-05,3.30633293592567e-05,3.0464163548632e-05,2.90784587281407e-05,3.4262342939159e-05,3.30039678825323e-05,3.02401937041049e-05,2.80260200199193e-05,3.30195781328883e-05,2.96115763221167e-05,2.73445128175008e-05
"811_384.536_1.782",1.67448900316548e-05,2.07065773995059e-05,1.72502003266012e-05,4.8997080071022e-06,4.94384924660252e-06,4.00582078307255e-06,4.96325208185873e-06,5.10928399770941e-06,2.3347297260164e-05,3.80792602665738e-06,4.36951164726367e-06,3.64155443354892e-06,5.56928996277209e-06,3.50921594886171e-06,4.14301433439651e-06,3.49897115796977e-06,3.5542906387005e-06,3.45071643048486e-06,4.07379824713102e-06,3.56298929996408e-06,3.53097883144433e-06,3.70565443263409e-06,3.41473492010482e-06,4.09496239487045e-06,3.0027670265465e-05,4.19499764556297e-06,4.66106500280178e-05,4.06632922014098e-06,4.68743613894025e-05,3.65891083511998e-06,4.11471625328757e-06,4.02499743716103e-06,3.87465406031185e-06,3.78642495550139e-06,4.5090053920905e-06,4.65054673132766e-06,3.71325841548546e-06,3.9652444466132e-06,3.62709590817036e-06,3.54886317450509e-06
