"","t2_Ec_C.mzML","t0_Ec_C.mzML","t1_Ec_C.mzML","t0_Ec_3.mzML","t0_Ec_1.mzML","t1_Ec_2.mzML","t0_Ec_2.mzML","t3_Ec_1.mzML","t1_Ec_1.mzML","t3_Ec_3.mzML","t1_Ec_3.mzML","t2_Ec_1.mzML","t3_Ec_2.mzML","t4_Ec_3.mzML","t3_Ec_C.mzML","t4_Ec_2.mzML","t2_Ec_3.mzML","t2_Ec_2.mzML","t4_Ec_C.mzML","t5_Ec_1.mzML","t6_Ec_1.mzML","t4_Ec_1.mzML","t5_Ec_2.mzML","t5_Ec_C.mzML","t5_Ec_3.mzML","t6_Ec_2.mzML","t6_Ec_C.mzML","t6_Ec_3.mzML","t7_Ec_C.mzML","t8_Ec_2.mzML","t7_Ec_3.mzML","t7_Ec_1.mzML","t7_Ec_2.mzML","t8_Ec_3.mzML","t8_Ec_C.mzML","t9_Ec_C.mzML","t9_Ec_1.mzML","t8_Ec_1.mzML","t9_Ec_3.mzML","t9_Ec_2.mzML"
"4058_354.121_4.194",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,8019.987,3766,3766,3766,7928.005,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4059_405.228_4.193",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,8272.375,3766,3766,3766,7189.9775,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4060_645.156_4.179",3766,3766,3766,3766,3766,43934.43,3766,29542.12,54999.844,48398.473,3766,46903.977,20855.562,48275.99,3766,49066.535,52973.42,52268.68,3766,41471.117,42542.75,41944.86,47186.867,3766,46655.273,25210.451,3766,22910.16,3766,31647.31,24521.793,21438.275,27246.26,29118.293,3766,3766,28848.514,27161.555,25660.426,27268.148
"4062_647.154_4.179",3766,3766,3766,3766,3766,48822.355,3766,33238.562,61956.516,55076.766,3956.147,52647.47,23535.363,54105.992,3766,54821.3,61372.65,59382.1,3766,46763.95,48937.285,48307.34,54752.855,3766,51774.598,28980.988,3766,26654.854,3766,35782.07,29183.41,24302.67,29618.277,35583.844,3766,3766,31549.758,29624.768,30281.104,30132.477
"4070_360.181_4.187",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4080_505.334_4.162",3766,3766,3766,3766,3766,3766,3766,3766,5889.82,4432.31,6074.531,7610.5376,3766,6911.8657,7400.2954,3766,6687.4824,8659.504,6798.7993,10187.39,8091.817,8121.381,9418.188,6906.1685,5550.154,5950.0625,8197.933,7545.818,4519.8906,8801.631,4014.5837,7243.3203,6567.522,8501.655,8450.587,8311.951,10785.173,6526.948,10708.321,11073.203
"4083_234.078_4.196",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,12784.036,12962.848,3766,3766,3766,9214.906,35489.258,39003.44,24432.303,11508.616,24314.898,23794.92
"4086_233.074_4.197",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,107000.86,110260.28,3766,3766,5866.857,80885.055,279646.22,318028.1,199248.11,96348.29,203710.28,190275.42
"4087_329.065_4.199",3766,3766,3766,38570.098,41044.71,43442.664,39953.61,23560.475,40314.254,44037.164,41889.375,47979.26,16314.181,46322.777,41916.184,47008.133,45362.9,47988.97,41684.797,47723.97,46043.965,44106.27,47192.203,40635.29,46575.688,41236.633,49293.48,40538.047,40582.812,48446.992,37445.688,42409.543,43911.402,47070.07,43970.08,41309.44,47628.562,44783.92,48969.652,50308.406
"4088_283.06_4.199",3766,3766,3766,12956.567,12747.984,13416.71,11955.149,7230.253,13447.07,14985.096,13686.6045,15320.953,4904.464,14731.274,12803.018,14849.459,14415.705,15023.288,13576.081,15586.556,14631.462,14059.673,15334.237,13204.218,14693.665,12989.232,15904.028,13124.288,12519.116,15289.897,12147.696,13913.5,14163.758,14798.478,14463.042,13694.257,14508.985,14725.674,15272.957,14027.282
"4096_230.117_4.205",3766,3766,3766,21393.5,22511.025,24479.973,21937.2,11300.632,23466.965,22520.074,23206.355,26327.72,8423.41,24372.037,22047.08,24767.854,25393.502,25999.51,21432.613,24487.332,23815.3,22858.338,25351.322,19856.924,25325.48,21745.51,23580.908,22310.164,19579.02,24129.832,16578.951,19537.232,21158.557,22468.588,22032.896,20582.824,22825.004,22692.361,25272.553,25174.652
"4097_261.102_4.207",3766,3766,3766,3766,3766,3766,3766,4248.807,3766,9538.381,3766,6353.938,3766,9214.073,12722.32,9462.759,5744.8813,6530.6987,14893.537,7828.9077,7370.2993,9271.578,8062.7534,9670.2,7330.1577,5459.507,10943.653,6279.9287,8380.056,9308.846,5947.1055,6556.1377,6111.717,8854.213,11378.749,14349.767,11905.003,8505.045,11430.078,12243.298
"4098_335.174_4.207",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,18673.89,6223.688,3766,3766,6212.7627
"4100_254.211_4.182",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4103_299.091_4.215",3766,3766,3766,11237.725,11709.658,12180.772,11744.468,5937.4795,12499.532,12691.775,12257.908,12999.324,4208.425,12426.958,11856.622,12990.462,13085.302,13800.899,12086.86,13400.232,12245.79,12264.942,13259.762,12049.097,13843.982,11334.715,14556.439,12093.3545,10997.432,12765.17,10463.82,11564.746,12152.746,12986.992,12887.8545,11950.821,13215.004,12588.798,14173.709,13193.356
"4110_394.165_4.225",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4113_197.165_4.24",3766,3766,3766,10129.063,7616.1763,8831.329,8782.229,6761.14,7662.493,11079.25,10518.484,9181.337,6427.92,9618.455,11249.309,8931.265,10801.968,10499.275,10218.864,9480.514,8710.464,8341.527,9379.487,8940.888,10473.375,6534.5576,8696.259,7322.7354,5645.1655,5877.4243,5353.4473,5888.524,5719.296,7007.7305,6684.6206,6861.6772,7585.442,6282.0117,8369.857,8305.663
"4116_235.181_4.245",3766,3766,3766,4570.0483,4401.375,5024.1987,4887.4487,3766,4646.343,5394.84,4952.143,5755.4097,3766,6206.9497,5244.8613,6150.7397,5415.1943,6409.6455,5621.4624,7672.126,7169.457,5302.1895,7420.374,5148.369,7139.645,5032.7227,7227.5938,6183.606,5609.2334,5771.562,4315.8823,4798.794,5093.769,5552.699,7197.436,7290.372,6961.834,5313.4487,7889.4673,8340.917
"4119_303.17_4.246",3766,3766,3766,15512.826,18955.557,14284.047,16120.886,4968.271,14823.081,6042.6704,17599.451,11521.546,3766,6090.381,9129.963,5591.4614,10900.971,11248.81,6307.4624,4738.781,3766,5671.5254,3940.8965,4754.3,4415.2573,3766,3835.0625,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4120_273.102_4.247",3766,3766,3766,3766,3766,3766,3766,4451.7915,3766,8112.869,4669.4453,10793.044,4681.179,12382.498,10176.661,13555.967,8675.953,11495.923,11228.269,25641.58,22829.36,10309.131,25942.895,11940.965,26173.287,20352.344,14971.289,20083.049,5930.612,3766,3766,3766,3766,3766,4370.4766,3766,4613.9175,3766,3766,4999.8325
"4121_394.192_4.25",3766,3766,3766,3766,3766,3766,3766,5649.3013,3766,9736.238,4287.8623,11401.267,5926.485,15425.233,13412.583,17235.385,8957.972,11109.197,13304.468,29783.416,26805.695,12350.928,30747.889,15634.69,30156.201,29071.145,19999.791,26421.13,10544.931,3766,3766,3766,3766,3766,9643.176,6562.335,6143.811,3766,4267.2773,5817.402
"4127_265.19_4.249",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,6150.35,8395.384,5785.7544,3766,5853.453,5049.3154,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4333.911,3766
"4128_476.264_4.253",3766,3766,3766,19973.46,23797.297,16340.544,21799.447,6107.167,15499.903,11934.818,16370.664,14888.208,3822.3196,7773.4634,11257.969,8780.767,13645.938,14576.376,10171.983,7649.6357,6930.363,8030.386,8197.88,11029.095,7035.2583,4083.9573,11686.791,5482.0166,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4129_373.165_4.254",3766,3766,3766,7523.4976,10000.3545,8757.408,9099.858,4097.464,9052.287,8749.529,9373.639,9568.725,3766,6668.127,9128.518,7471.8896,8645.563,9339.008,8561.604,6747.34,7132.231,6721.0786,6968.3257,8475.646,6928.148,5412.67,11044.992,5500.456,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4130_243.207_4.248",3766,3766,3766,12518.127,11267.417,5087.795,15159.626,5013.5977,5653.3687,6793.9033,3766,3766,3766,5280.328,8344.159,13345.422,22296.879,14677.908,4444.898,12679.102,11768.271,4307.123,3766,5564.1113,3838.7292,3766,3766,3766,4223.1377,3766,3766,6276.9277,3766,3766,6962.368,3766,3766,5092.259,10429.965,8705.67
"4133_360.15_4.265",3766,3766,3766,3766,3766,3766,3766,3766,3766,6601.6865,3766,3766,3766,12840.823,6575.0444,11880.621,3766,3766,12796.21,12806.719,12326.241,11563.38,12241.545,6077.669,15845.08,12366.729,7458.3076,14723.538,4232.194,8704.064,8747.789,8358.613,9843.045,12598.489,6943.7305,10077.493,9155.361,7736.5376,11885.646,9932.743
"4138_308.185_4.273",3766,3766,3766,43874.887,51777.67,43142.19,43866.188,15984.08,42073.695,17757.53,51477.375,34704.906,11769.884,18128.549,26334.451,16110.8545,32780.49,32499.184,19842.088,15041.883,12951.685,17502.85,11919.387,14276.143,13620.494,8932.797,11434.777,9466.539,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4139_330.167_4.27",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4142_420.167_4.283",3766,3766,3766,11392.295,13275.067,11789.151,12131.044,3964.3938,11417.636,5368.0464,12310.753,10006.15,3766,6076.19,8168.7227,5834.6943,9739.355,8803.672,6211.1475,5074.9194,4974.1724,7069.626,5190.8984,4834.7437,4600.058,3858.6643,4963.111,4173.266,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4143_319.148_4.285",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4511.713,3766,3766,3766,3766,12882.064,16109.412,20096.924,3922.039,18130.105,15189.998
"4148_258.16_4.286",3766,3766,3766,3766,3766,196273.58,3766,117665.88,382202.9,230214.42,31694.568,232663,99531.92,247369.34,3766,256782.47,249081.84,263821.97,3766,372324.66,231627.19,214996.47,262102.08,3766,249179.39,233430.45,3766,235710.39,3766,267142.1,212010.2,217054.25,253500.78,251007.27,3766,3766,237008.58,222759.56,266037.16,275732.06
"4149_166.086_4.287",3766,3766,3766,8046.968,10600.153,7866.3486,8579.362,3766,7414.4316,3766,10256.77,6079.308,3766,3766,4679.6914,3766,5718.0127,6209.4497,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4150_286.141_4.287",3766,3766,3766,4636.326,5901.5063,4315.0557,4322.3535,3766,3951.9297,3766,5937.847,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4153_211.087_4.287",3766,3766,3766,1012508.06,1053483,1087633.9,1029233.2,641250.3,1078531.4,1120798,1146630.8,1231570,461677.78,1241785.8,1205375.2,1220647.9,1200461.9,1273472.9,1231308.8,1270271.1,1248470.8,1182975.9,1248803.5,1170206.6,1246306.9,1202843.4,1456954.5,1224432.8,1244769.9,1323354.4,1047305.44,1260470.1,1309720,1294095.2,1350107.4,1288311.2,1339199.6,1258246.8,1377988.1,1397719.4
"4154_264.159_4.29",3766,3766,3766,40809.78,52271.434,41713.773,44672.59,17914.578,40262.02,16307.5,51718.81,30024.562,12861.6455,14840.116,24557.06,15519.522,29978.09,30390.36,18923.342,12568.841,11882.599,16330.813,11322.354,12545.658,12602.604,8317.178,11501.982,9594.509,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4156_360.189_4.294",3766,3766,3766,6442.1665,5399.7407,8605.92,5975.3755,4936.764,8226.296,9490.91,9704.9375,10579.683,3766,10655.273,9779.892,10253.985,10135.535,9550.291,10531.968,11556.813,10206.551,8497.369,10956.704,10184.519,10611.966,8059.532,11436.301,7352.0825,4635.168,3766,4892.9526,4731.606,5482.149,3766,3766,3766,3766,3766,3766,3766
"4158_411.297_4.294",3766,3766,3766,14909.863,17829.729,11680.383,16181.75,4904.676,11105.866,9092.277,12653.007,11157.901,3766,8651.241,9339.844,9427.688,10863.917,11897.802,9271.219,8827.782,7945.279,8663.921,9094.715,8155.169,8752.246,5763.4795,9066.168,6434.929,3766,3766,3766,3887.7568,4065.8494,3766,3766,3766,3766,3766,3766,3766
"4159_224.118_4.29",3766,3766,3766,7214.0522,7834.6987,7359.1616,7966.0044,3766,7017.489,8048.641,7407.0127,8837.957,3766,7638.958,7328.6357,6780.6353,7742.7925,7786.503,6516.5815,7429.283,7802.8516,7020.3765,7622.4297,6942.0894,8160.9463,6933.6416,8555.561,7624.963,8091.865,9430.55,5869.0938,7638.3335,8440.821,7915.682,8062.607,6603.971,10180.878,8671.087,9478.259,10526.057
"4161_327.145_4.359",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,12062.99,3766,3766,3766,8572.855,16692.693,7795.6494,6076.186,8093.951,18318.65,23803.145
"4166_626.33_4.3",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4170_399.166_4.306",3766,3766,3766,4481.971,5416.743,4009.9004,3766,3766,4449.571,3766,6356.3384,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4171_206.19_4.309",3766,3766,3766,3773.912,3766,5202.2656,3766,5797.4365,5589.093,11058.958,4648.449,9017.808,5737.2305,7573.957,7548.9053,8871.906,9338.232,14481.746,8602.857,6811.914,11018.516,9637.022,15642.568,6619.64,6850.7964,6000.294,10780.328,9216.662,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4173_284.103_4.31",3766,3766,3766,34561.598,39208.59,34182.332,33466.02,11835.6455,34030.137,15516.806,43430.61,26705.836,8573.636,14271.621,21195.086,13443.896,23242.916,24802.285,16074.455,11039.165,10970.591,14418.895,10327.76,11072.559,10287.796,7516.4556,8781.679,7665.805,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4174_266.105_4.308",3766,3766,3766,3766,3766,8281.754,3766,5106.4473,10941.834,10821.761,3766,10195.294,4037.3826,11264.908,3766,10214.572,10514.853,12599.066,3766,9997.607,10884.984,9334.614,11831.295,3766,12230.964,10422.244,3766,10255.883,3766,12822.19,9367.401,10375.439,11591.575,11651.037,3766,3766,10584.474,10161.05,12194.107,13347.019
"4177_344.121_4.307",3766,3766,3766,3766,3766,3766,3766,6025.171,3766,3766,3766,13347.554,3766,3766,5520.577,3766,7379.739,11725.79,4093.682,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4178_487.205_4.319",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4011.5254,7067.2104,3766,3766,3766,5605.7363,9375.444,6617.993,6617.878,4690.833,7180.337,9859.38
"4182_413.197_4.325",3766,3766,3766,3766,3979.2158,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4183_216.102_4.318",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,8422.649,3766,3766,3766,3766
"4193_326.124_4.318",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,7680.152,6369.9824,3766,4203.384,4880.255,6295.2266,10991.919,11966.064,5979.371,5969.147,6334.51,6366.4204
"4195_303.207_4.327",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,8541.68,8795.49,3766,3766,3766,6423.9575,16482.94,17229.113,15033.186,8521.012,11497.596,13662.886
"4196_399.213_4.317",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,11362.945,9609.647,7912.4863,7703.436,8087.1914,10054.811,15580.624,15789.022,8386.888,9898.318,10318.67,13282.048
"4197_337.118_4.322",3766,3766,3766,5223.334,5951.6685,4744.471,5011.82,3766,4850.9062,3766,5335.5967,3779.951,3766,3766,3766,3766,4086.617,4170.902,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4199_232.124_4.33",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,7015.1616,6969.742,3766,3766,3766,4032.7178,15811.846,18044.8,15724.514,6744.8696,11185.747,13206.002
"4201_230.118_4.328",3766,3766,3766,3766,3766,3766,3766,3766,3766,13864.558,3766,3766,3766,13266.868,3766,12504.433,3766,4834.5786,3766,19182.303,28329.719,7080.7007,28672.469,4370.23,25742.256,30109.32,14164.384,30436.516,844476.56,840256,129392.2,168628.05,184330.45,642686.3,1526045.6,1630407.4,1530112,810273.25,1232498.2,1307789.9
"4204_252.1_4.329",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,14523.611,14752.264,3766,3766,3766,10794.26,31186.129,34592.438,32645.014,14697.168,25008.395,25828.383
"4212_231.121_4.331",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,120133.45,119233.94,16006.27,22021.867,24705.424,89976.35,219418.73,238247.64,221805.61,114883.08,177429.97,189043.98
"4214_258.16_4.338",3766,3766,3766,3766,3766,318918.88,3766,189846.78,234060.03,368971.5,49478.023,362243.6,160358.19,394942.47,3766,408356.53,389930.47,423750.78,3766,236666.5,363685.66,343211.06,430599.62,3766,417637.94,367510.2,3766,368071.88,3766,429762.6,335761.7,345100.88,405876.2,406080.34,3766,3766,389449.28,362417.2,435814.72,457661.47
"4215_253.118_4.344",3766,3766,3766,4663.4795,5993.8413,5313.282,4743.267,3766,5478.1426,3766,6238.597,3996.0981,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4217_163.148_4.361",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4219_326.15_4.37",3766,3766,3766,4611.7847,6190.9956,4899.482,4754.2207,3766,4911.406,3766,5651.77,4525.3213,3766,3766,3766,3766,4627.5254,4604.135,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4220_185.153_4.385",7371.046,3766,7471.687,4428.845,3766,9604.105,4091.3577,16534.156,8827.305,15581.768,8719.725,13835.365,16124.004,16359.762,10161.544,20323.912,12803.101,14756.3545,11098.98,15800.918,19117.164,19014.393,14206.618,15012.48,14312.476,16106.971,19891.447,13198.701,21386.498,21621.754,16580,21564.021,18262.623,9340.587,9112.925,8499.854,8751.3,9071.471,9828.616,8385.52
"4225_273.106_4.36",3766,3766,3766,17833.08,16137.03,18919.152,18222.598,3766,15454.183,8368.931,15170.479,82841.82,3766,4690.115,38269.87,6512.4653,84472.266,107824.05,11375.554,3766,3766,3766,4621.907,4080.7017,7612.7534,3766,6971.8926,3766,3766,11708.952,4866.1426,3766,5069.825,11073.102,3766,3766,5017.2227,4478.7017,11462.906,10519.506
"4227_491.233_4.361",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,12269.791,3766,3766,3766,3766,3766,24307.078,23815.66,8140.948,3766,15951.061,10582.9375
"4228_346.195_4.36",3766,3766,3766,30393.021,27934.578,31238.799,33917.44,3766,25509.291,12347.023,25168.906,133508.06,3766,8493.138,59960.582,8455.531,136959.44,169517.53,16516.42,4270.2695,4168.8774,4305.553,8471.814,9034.417,8056.462,5199.156,6007.9307,6576.2925,3766,12205.994,7825.3027,4898.714,9365.1045,12379.535,4610.5815,4202.81,9489.828,7884.5376,13913.624,13240.771
"4229_252.232_4.361",3766,3766,3766,3766,3766,3766,3766,3766,3766,23639.46,3766,3766,3907.873,29833.184,3766,42711.71,3766,3766,3766,31564.73,28723.043,15604.2,46479.44,3766,38416.09,19669.594,4535.801,16400.436,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4231_278.186_4.362",3766,3766,3766,18562.678,19604.84,17382.11,18697.662,6685.486,18467.965,19493.395,18698.904,19276.096,3766.6213,18165.844,18950.035,18848.174,18509.203,19332.201,17857.771,19892.486,18997.219,17875.258,19958.664,17257.443,19636.059,16329.801,21011.094,16143.737,16198.452,14872.159,12495.739,15761.081,14668.686,13924.121,10154.88,3766,6277.7812,13181.359,6139.333,6431.829
"4233_295.088_4.36",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,30825.512,3766,3766,15127.084,3766,31045.088,40226.863,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4085.2014,4810.3374
"4235_278.106_4.367",3766,3766,3766,3766,3766,8192.652,3766,4552.2334,9823.879,9836.996,3766,10019.043,3932.1533,11033.473,3766,11453.639,10532.457,12174.834,3766,10084.955,9213.474,9338.241,11665.969,3766,11634.324,10638.202,3766,10567.387,3766,11952.412,9316.767,9228.636,11149.656,11382.924,3766,3766,10591.4,9678.764,11724.449,13165.852
"4236_327.145_4.37",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,12062.99,3766,3766,3766,8197.055,16312.87,32618.32,21937.81,7106.3345,17562.256,23327.973
"4242_252.149_4.378",3766,3766,3766,11755.106,12548.081,12477.164,10775.751,6684.8438,12827.73,13237.794,13388.655,14920.873,4587.7524,15427.248,13576.389,14271.335,14254.612,14352.08,14348.65,15450.39,15764.311,14714.927,15192.986,13676.205,16337.761,13458.947,18020.854,13352.652,15199.564,17179.78,12148.407,14065.707,15899.06,15896.84,13574.446,13597.895,16246.715,15048.723,18204.533,17656.598
"4243_487.205_4.325",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4011.5254,7067.2104,3766,3766,3766,5605.7363,10958.278,6617.993,6617.878,4690.833,7180.337,9619.9795
"4255_200.107_4.393",3766,3766,3766,3766,3766,3766,3766,3766,3766,5883.66,3766,3766,3766,6450.8447,6853.293,7299.2344,3766,3766,8721.598,7392.8574,7868.5625,6337.292,7358.5293,9639.296,5831.668,7101.171,10679.323,6043.321,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4256_330.106_4.39",3766,3766,3766,7730.4126,10609.276,8361.187,7891.7153,26897.64,8634.932,51858.383,10302.503,24570.838,16934.275,57933.65,51489.605,53284.23,26375.014,22982.52,105385.62,64663.023,64389.73,60440.273,52899.32,128956.75,58062.305,39027.24,188712.33,45139.69,402150.03,77174.14,32836.84,73836.164,60857.65,82418.055,470702.88,403165.47,94356.5,86615.52,89191.164,81709.51
"4257_174.055_4.391",3766,3766,3766,3766,3766,3766,3766,11703.876,3766,27552.494,3766,13233.056,10009.924,26965.842,29936.902,31043.63,12452.483,16546.258,36262.086,29061.033,28990.752,26662.787,32169.123,42067.48,24459.824,26049.766,50329.39,21138.28,38123.92,18391.799,16903.746,19495.043,21115.56,15444.931,33116.926,23422.246,12900.22,17026.975,12048.463,11786.124
"4259_228.138_4.378",3766,3766,3766,5757.8696,5339.759,5254.349,5604.4165,3766,5139.146,4445.707,5079.408,5977.263,3766,5888.676,5110.704,5520.761,5673.5913,5718.5376,5529.8584,5726.9414,5607.9565,5005.0625,5389.11,4707.198,5459.2515,3785.8096,5945.904,4331.4893,4666.483,4796.2783,3766,4029.4602,4016.5354,4581.8022,5514.63,4589.223,5069.146,4134.75,4256.6846,4602.371
"4264_289.097_4.406",3766,3766,3766,4558.748,4382.4023,3766,3766,3766,4982.7886,3766,5191.3623,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4265_326.15_4.386",3766,3766,3766,4611.7847,6190.9956,4899.482,4754.2207,3766,4911.406,3766,5651.77,4525.3213,3766,3766,3766,3766,4627.5254,4604.135,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4270_185.153_4.397",7371.046,3766,7471.687,4428.845,3766,9604.105,4091.3577,16833.72,9700.987,14551.901,8178.727,13357.561,16687.422,17223.621,9575.277,19688.3,10994.849,13124.888,11769.06,16060.018,18645.223,18614.791,14766.705,16008.855,13631.234,15626.04,19683.553,12816.887,20961.438,20677.896,15460.419,21142.928,17885.025,22493.229,23564.404,22372.023,23299.93,23553.223,24737.564,21234.924
