row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,t0_BS_1.mzML Peak area,t0_BS_2.mzML Peak area,t0_BS_3.mzML Peak area,t0_BS_C.mzML Peak area,t0_Ec_1.mzML Peak area,t0_Ec_2.mzML Peak area,t0_Ec_3.mzML Peak area,t0_Ec_C.mzML Peak area,t1_BS_1.mzML Peak area,t1_BS_2.mzML Peak area,t1_BS_3.mzML Peak area,t1_BS_C.mzML Peak area,t1_Ec_1.mzML Peak area,t1_Ec_2.mzML Peak area,t1_Ec_3.mzML Peak area,t1_Ec_C.mzML Peak area,t2_BS_1.mzML Peak area,t2_BS_2.mzML Peak area,t2_BS_3.mzML Peak area,t2_BS_C.mzML Peak area,t2_Ec_1.mzML Peak area,t2_Ec_2.mzML Peak area,t2_Ec_3.mzML Peak area,t2_Ec_C.mzML Peak area,t3_BS_1.mzML Peak area,t3_BS_2.mzML Peak area,t3_BS_3.mzML Peak area,t3_BS_C.mzML Peak area,t3_Ec_1.mzML Peak area,t3_Ec_2.mzML Peak area,t3_Ec_3.mzML Peak area,t3_Ec_C.mzML Peak area,t4_BS_1.mzML Peak area,t4_BS_2.mzML Peak area,t4_BS_3.mzML Peak area,t4_BS_C.mzML Peak area,t4_Ec_1.mzML Peak area,t4_Ec_2.mzML Peak area,t4_Ec_3.mzML Peak area,t4_Ec_C.mzML Peak area,t5_BS_1.mzML Peak area,t5_BS_2.mzML Peak area,t5_BS_3.mzML Peak area,t5_BS_C.mzML Peak area,t5_Ec_1.mzML Peak area,t5_Ec_2.mzML Peak area,t5_Ec_3.mzML Peak area,t5_Ec_C.mzML Peak area,t6_BS_1.mzML Peak area,t6_BS_2.mzML Peak area,t6_BS_3.mzML Peak area,t6_BS_C.mzML Peak area,t6_Ec_1.mzML Peak area,t6_Ec_2.mzML Peak area,t6_Ec_3.mzML Peak area,t6_Ec_C.mzML Peak area,t7_BS_1.mzML Peak area,t7_BS_2.mzML Peak area,t7_BS_3.mzML Peak area,t7_BS_C.mzML Peak area,t7_Ec_1.mzML Peak area,t7_Ec_2.mzML Peak area,t7_Ec_3.mzML Peak area,t7_Ec_C.mzML Peak area,t8_BS_1.mzML Peak area,t8_BS_2.mzML Peak area,t8_BS_3.mzML Peak area,t8_BS_C.mzML Peak area,t8_Ec_1.mzML Peak area,t8_Ec_2.mzML Peak area,t8_Ec_3.mzML Peak area,t8_Ec_C.mzML Peak area,t9_BS_1.mzML Peak area,t9_BS_2.mzML Peak area,t9_BS_3.mzML Peak area,t9_BS_C.mzML Peak area,t9_Ec_1.mzML Peak area,t9_Ec_2.mzML Peak area,t9_Ec_3.mzML Peak area,t9_Ec_C.mzML Peak area
388,264.1312347,1.4546535,,,,,,,,,,,51409.43,15028.382,31849.518,0,39416.35,37861.06,12856.46,0,33655.055,53521.656,40054.44,0,21868.68,44591.496,38849.36,0,34685.027,52102.805,49999.453,0,59627.24,40755.85,57439.676,0,40904.418,53156.188,14451.378,62419.168,11196.742,0,42737.582,44504.848,44261.184,75076.555,46780.8,58921.77,66475.01,93622.67,64424.02,22013.498,65404.754,69362.05,68102.38,47048,55874.234,85517.766,67202.82,32742.307,72113.52,71683.805,73568.62,76984.15,96771.18,57210.64,72442.38,93510.086,44209.25,53287.598,47730.91,13244.108,55446.387,55081.83,45982.758,56433.71,52524.3,67246.445,63517.543,66921.984,64339.926,53785.41,70463.375,66645.31,67050.85,118498.56,85502.555,78661.46,99120.91,79977.2,35728.99,74812.8
390,257.1037559,1.4568261,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,18073.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13632.788,19142.287,0,27122.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,334.2133593,1.4597605,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27396.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,565.1772555,1.4623635,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37876.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42923.605,0,0,0
395,457.244446,1.4648694,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12439.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,179.5571931,1.4662304,,,,,,,,,,,86451.98,74682.37,82253.305,0,63888.29,95728.875,90261.69,0,85245.34,73905.27,43919.73,0,51953.1,98283.4,31549.559,0,31679.941,114720.234,87365.79,0,87966.414,83181.266,80235.83,0,108114.96,128681.555,95362.14,116146.66,87427.31,58839.91,123214.21,100345.7,84567.81,131986.25,102484.7,105636.484,78138.02,90439.34,91575.22,33439.55,118917.49,86647.19,37380.188,169396.23,46473.15,103232.16,82127.98,88844.81,88522.34,115815.87,99233.2,105682,108569.18,93135.125,90831.42,111500.016,101658.84,105554.27,102294.99,98791.766,75853.19,99489.375,82677.234,112372.1,97505.48,109070.42,131768.05,106948.24,132002.08,116916.016,93841.16,121704.664,104772.63,197402.89,133084.17,94428.27,101157.3,90458.92,99705.98,106818.03
399,280.0959567,1.4667631,,,,,,,,,,,0,13763.153,0,0,0,0,0,0,0,47642.01,20589.47,0,17563.678,0,37135.69,0,0,0,0,0,0,0,0,0,0,0,36055.426,55104.348,15058.478,20342.055,0,0,0,0,0,0,58630.863,0,54615.223,0,0,45778.133,46662.6,42671.316,25001.543,46706.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22885.695,0,0,74498.99,0,0,0,0,55099.297,0,0,0,0,0,0,0,0
402,318.0931315,1.4676154,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,33257.414,0,0,0,22248.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22767.79,0,0,0,0,0,0,0,0,34479.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,341.0622333,1.4704522,,,,,,,,,,,37431.902,23665.99,37287.902,0,32797.977,32120.22,41503.324,0,29994.143,20880.332,14106.81,0,20138.107,35829.01,37018.723,0,18197.768,32178.438,32304.248,0,32894.004,35274.375,28100.371,0,19380.21,38465.355,27366.72,38832.996,40263.316,18921.992,27021.244,35829.72,27625.207,24738.568,25879.78,30588.197,36069.49,26839.41,32595.74,37438.664,30698.826,42032.574,40907.316,33671.57,30863.203,39155.555,23984.027,35772.88,31657.527,30096.164,55306.47,35430.652,27571.229,28169.957,31034.822,29265.56,35619.082,23684.486,27084.787,27803.746,35508.695,23787.387,24755.36,25699.428,29927.428,34830.65,29782.69,28871.074,38808.79,30491.422,30381.635,27289.115,37419.76,59539.38,47298.277,36011.215,38074.582,47677.38,0,33561.074
407,299.079126,1.4744625,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30728.873,0,0,0,0,0,0,17619.383,0,27674.406,0,29960.176,0,0,0,0,44077.4,28780.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35034.78,0,0,0,36693.31,27293.158,0,36007.113,0,0,0,41078.64,44807.285
408,188.5624445,1.4750252,,,,,,,,,,,0,13495.941,0,0,0,17862.52,0,0,0,0,5277.11,0,0,0,0,0,0,0,0,0,0,0,13236.038,0,0,0,5875.6113,0,0,0,0,0,0,11077.098,15314.5625,16458.684,13058.129,18183.775,0,5636.127,0,0,0,0,0,19148.543,0,17663.06,12600.972,16538.896,0,0,0,0,0,24313.768,7665.041,0,0,0,14153.287,19352.072,0,0,0,11358.314,13730.755,16949.484,0,0,0,15775.708,0,15104.149,12297.7295,0,0,19496.027,0,0
409,501.1823674,1.4752426,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17475.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,280.0958986,1.4772283,,,,,,,,,,,44937.863,28745.1,41232.625,0,41174.777,45424.62,42073.12,0,34111.273,36702.258,62761.19,0,32773.84,38499.633,22234.463,0,70547.91,54644.473,47114.145,0,66676.18,54552.938,64795.85,0,53485.81,45904.08,19968.691,58209.617,40526.82,16277.86,72535.92,51826.67,72467.51,53168.273,44871.95,61062.336,28856.828,100118.055,43255.246,37470.43,79992.36,24988.547,24162.121,39007.266,34770.05,35930.562,62753.566,95835.375,56125.336,0,58179.273,74728.04,46890.715,55551.42,59649.64,63334.72,42306.09,57652.523,60219.805,58451.188,44029.344,55404.06,68628.01,44844.52,49008.52,62600.14,24887.273,82537.195,63243.316,52085.73,56515.44,29028.39,51372.957,0,46711.94,60773.305,72200.1,82577.68,73724.37,46093.39
413,605.1902314,1.4772894,,,,,,,,,,,0,0,0,0,15771.727,0,0,0,21560.545,14567.87,24578.283,0,9470.276,11492.637,13289.561,0,20535.307,21238.057,0,0,0,17862.395,23564.701,0,19557.414,16515.375,14275.624,35538.965,0,0,24547.379,25128.947,21032.492,17310.025,22399.418,0,19933.049,18207.719,24326.354,28171.016,0,19659.209,21126.332,23507.383,24500.453,0,27597.518,20994.252,0,0,0,24139.734,16354.083,0,18155.15,19237.188,0,0,25181.65,10780.292,0,13294.094,18429.121,0,15318.866,18487.203,12549.768,0,21314.094,21560.793,0,13498.612,13215.63,28340.57,20532.201,21016.453,16932.266,15366.739,23460.217,16594.793
416,166.0860556,1.4796895,,,,,,,,,,,44168.875,31477.842,39572.918,0,37492.023,0,0,0,31749.818,35777.215,17300.533,0,82612,43376.15,44534.625,0,49972.875,0,34617.973,0,42712.06,44794.105,36053.793,0,0,43478.72,35718.098,71174.18,0,0,0,45694.54,0,30488.143,37841.26,0,32658.328,43314.965,46155.887,70171.06,63014.688,29992.348,65762.43,22892.8,38093.06,48870.047,0,57618.15,42189.375,39519.527,51665.203,35167.01,56138.023,73111.945,30178.725,31355.48,0,0,52270.816,0,39286.895,0,0,0,45197.094,45090.645,0,36774.312,0,56575.766,0,31457.242,0,0,58081.793,0,0,41928.375,74802.91,0
417,174.021713,1.4805261,,,,,,,,,,,0,0,0,0,0,0,0,0,83493.33,111306.195,0,0,24116.434,0,0,0,78091.695,70699.99,53488.535,0,0,0,0,0,85536.32,89920.6,85032.63,0,0,0,0,0,83661.64,75586.51,71840.17,0,0,0,0,0,26486.947,38380.02,113782.64,0,0,0,0,0,101793.79,96967.66,156031.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,345.0755335,1.4823592,,,,,,,,,,,0,44217.098,0,0,0,0,59202.457,0,0,0,0,0,0,60439.9,49931.117,0,0,63190.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48844.836,0,0,0,0,0,0,0,49117.145,0,0,0,62532.25,0,83541.55,25303.068,0,0,0,0,0,0,45879.84,43456.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39941.043,0,0,0,31492.725,0,0
422,329.0973359,1.4841369,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16382.907,0,19277.152,0,0,0,0,0,0,0,16977.393,0,0,7290.7646,11576.352,18852.426,15095.984,0,0,24046.498,0,0,30825.934,13585.258,19424.977,0,0,22601.69,0,0,0,0,0,0,23798.287,0,0,19115.885,0,6949.5527,17297.71,0,24343.023,0,22884.482,9849.72,19014.96,15741.126,23745.314,22861.398,0,18664.748,16611.812,0,0
423,248.0697715,1.484289,,,,,,,,,,,0,0,0,0,0,0,0,0,67947,58852.13,71161.305,0,16931.049,0,0,0,64114.15,56873.44,62348.93,0,0,0,0,0,49799.66,49138.62,54604.16,0,0,0,0,0,47336.348,24332.031,22794.42,0,0,0,0,0,40806.355,25518.316,46179.773,0,0,0,0,0,58314.32,58942.49,69813.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,410.1537801,1.4848658,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14441.752,6426.8364,0,0,0,8249.769,0
427,345.0755065,1.4849446,,,,,,,,,,,53051.023,52818.855,45424.605,0,51020.594,59137.547,33236.836,0,98121.086,44320.4,37355.266,0,46136.945,27607.426,54628.78,0,65501.27,35274.18,48375.074,0,56368.71,69710.79,74583.7,0,61944.133,65875.1,68076.11,63805.91,47591.01,62251.195,76454.42,76251.51,65717.805,26771.242,66331.99,59280.176,55770.07,69948.55,99510.555,67231.79,32224.846,48180.1,70139.04,64308.066,25245.314,48263.734,105975.53,29324.758,49983.207,56835.496,58514.42,60798.15,63181.21,48087.953,66731.38,53799.875,38749.633,54321.176,67238.07,79264.47,68019.81,64879.473,60437.383,0,61109.523,55360.34,69427.26,66086.83,71252.336,73358.15,65275.45,50016.91,78769.81,78723.984,82797.7,55577.723,76917.77,54642.25,0,77286.81
428,266.1865065,1.4862827,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26005.572,0,0,0,0,0,0,0,0,24193.652,0,0,0,16955.086,0,31913.666,31788.033,0,0,0,0,0,30747.346,32768.21,0,0,0,0,0,0,30931.922,0,28730.584,31403.84,25207.764,28534.04,0,15096.901,21181.307,36023.48,28957.045,24068.342,32320.139,38344.465,37876.02,38837.57,42352.996,38790.484,44547.01,46180.66,42257.605,84530.44,52194.652,45549.5,41866.305,0,55459.973,55350.32
429,304.1323338,1.4868367,,,,,,,,,,,0,0,0,0,0,0,0,0,1020322,1006607.4,1056789.1,0,563032.8,404980.8,78840.88,0,1022523.25,992076.1,1030031.25,0,451935.9,441794.84,430197.66,0,976924.5,973920.75,960766.06,0,217977.2,166924.4,244206.22,0,899216.2,869602.1,875180.5,0,140969.52,231070,48451.926,0,795216.44,792599.75,857679,0,140059.88,162819.77,166758.77,0,925342.8,907535.56,1003167.75,0,90206.28,106208.445,68214.79,0,320441.12,335098.47,274016.34,0,0,0,0,0,125257.875,169832.67,85339.06,0,0,0,0,0,60905.15,71249.2,0,0,0,0,0,0
430,629.1722031,1.4869367,,,,,,,,,,,32187.72,24228.28,32208.66,0,30052.752,40156.844,33141.14,0,29009.25,29722.055,31885.266,0,34458.5,33734.77,24550.32,0,35300.36,24619.24,31438.229,0,32312.547,29757.066,31469.617,0,21080.654,40783.426,25867.564,29516.852,0,0,26829.297,31531.791,25872.775,13253.885,30344.664,50118.746,26820.531,0,23259.66,28789.193,34499.625,31438.941,22662.873,27404.496,30958.47,26852.703,23370.54,34229.438,28841.598,26830.715,0,35594.715,36204.652,21395.424,19986.316,35254.375,13833.099,26003.605,33278.53,31866.887,26918.791,34738.4,20770.898,28333.195,24643.438,31888.074,29089.98,22722.34,29752.613,21339.383,30088.16,36345.293,24708.242,44757.258,25844.72,23320.783,18497.86,26389.096,0,27020.81
431,233.1281299,1.4872857,,,,,,,,,,,22028.16,29809.197,25252.936,0,41510.96,43319.35,26754.709,0,17776.959,13234.874,22503.678,0,29723.172,21612.277,22650.264,0,27907.387,16923.115,40716.145,0,0,25476.148,22744.639,0,21206.324,0,21480.305,22603.25,0,0,23380.186,33384.1,30218.244,0,18610.344,0,0,0,29224.477,28200.19,18213.352,28621.55,30223.084,31245.035,23178.666,39837.105,0,14707.127,30011.432,0,0,34463.652,26889.385,28375.451,22373.037,0,0,23983.693,25971.03,69487.12,42182.76,0,0,22285.016,0,44726.742,0,32318.219,45087.49,42696.95,0,0,0,30604.916,18122.943,44366.277,35210.44,0,0,0
432,276.100946,1.4877061,,,,,,,,,,,0,0,0,0,0,0,0,0,82310.07,97189.31,76117.97,0,30836.717,25101.352,0,0,169431.42,88915.54,131476.81,0,49445.03,44729.184,51861.367,0,114600.54,84437.84,109391.28,0,0,0,0,0,111057.64,110279.09,108279.99,0,0,0,0,0,109012.01,115022.54,120055.88,0,0,0,0,0,125545.766,118283.16,137411.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,334.212938,1.490295,,,,,,,,,,,235928.94,214344.36,166743.4,0,128276,200430.86,146461.94,0,163379.22,175023.31,71679.35,0,116880.88,208535.53,192432.66,0,109096.914,93274.125,137861.42,0,84037.12,0,101904.07,0,71593.88,132635.75,66869.03,88128.52,64963.48,96195.26,75682.76,99822.85,111769.625,14189.198,62189.766,94604.84,30230.762,89041.49,118950.39,60868.164,37627.66,59573.93,58351.906,130932.03,18866.203,23421.89,63841.97,86495.56,39370.285,37218.293,25540.62,77564.266,61921.77,99481.31,109118.664,70210.7,159677.44,152471.38,87170.414,177323.73,73810.83,88186.5,67254.85,93550.11,71064.23,88727.67,80750.88,112486.49,33128.227,70440.07,56073.21,85171.414,97291.83,113716.35,93936.164,106448.84,0,60062.29,68532.01,38617.113
441,156.0112214,1.4915605,,,,,,,,,,,0,0,0,0,0,0,0,0,411395.25,400145.72,421144.47,0,117178.61,82702.664,0,0,416434.53,271839.03,284720.78,0,105576.805,104995.84,93036.21,0,393238.56,397960.97,394906.16,0,31980.125,0,58881.617,0,363482.2,344946.78,364310.94,0,48659.42,52433.9,17677.475,0,326268.5,342741.62,376062.53,0,23253.586,15881.094,53166.92,0,443322.66,426420.66,522336.06,0,30744.84,0,0,0,83395.33,90061.66,74183.305,0,0,0,0,0,64379.914,60172.73,45797.88,0,0,0,0,0,0,14972.901,0,0,0,0,0,0
443,203.117595,1.4918909,,,,,,,,,,,84754.71,74752.336,92813.85,0,153062.2,157868,159211.62,0,107133.57,69270.37,99902.234,0,167311.89,168504.72,155906.61,0,114304.73,110653.52,113023.67,0,188266.22,195501.53,189824.08,0,111412.22,136848.38,117309.88,134882.27,104414.69,71113.25,196113.12,197919.95,125541.26,117422.33,128106.37,139577.89,195377.44,218861.19,222324.19,216752.05,125366.18,128735.79,121709.27,148610.25,237875.19,219829.08,252881,204546.5,118415.61,118038.94,124321.58,129373.76,228552.92,168856.16,181628.28,255861.6,140609.44,139868.05,155859.69,138509.03,228869.33,225906.31,207950.81,211043.42,182423.42,199239.95,233894.89,169711.73,246624.81,273360.97,273950.7,257036.16,296354.84,463521.16,382957.88,240181.44,368696.47,424068.53,472162.12,318716.56
444,185.1285224,1.491957,,,,,,,,,,,18619.713,0,20370.355,0,18634.037,17951.375,57624.977,0,51883.824,25767.184,25430.223,0,0,15904.44,0,0,0,65098.91,0,0,19602.217,70119.09,71504.23,0,0,21191.658,69980.83,73938.59,24651.178,0,18583.312,20002.99,23035.738,69590.9,20270.254,18916.588,17583.467,78550.72,0,22284.5,0,0,25964.926,0,74910.37,21652.396,0,24092.693,60627.684,80034.67,83257.51,0,90192.23,15568.407,0,0,24565.873,77995.73,24988.32,19516.406,79067.03,84033.37,83596.984,23978.88,85770.53,23388.607,0,20802.305,96889.37,98489.38,99914.8,31285.084,0,39017.465,38829.414,114926.42,126287.734,38860.168,0,115637.53
445,254.0589568,1.4928504,,,,,,,,,,,0,0,0,0,0,0,0,0,169986.06,194626.88,193838.73,0,0,0,0,0,167114.25,170029.61,176430.89,0,0,0,0,0,144959.66,173277.08,176641.06,0,0,0,0,0,127402.2,144570.84,169217.95,0,0,0,0,0,124266.55,136062.9,160883.3,0,0,0,0,0,126304.41,123144.664,181353.81,0,0,0,0,0,200243.88,323828,328631.6,0,0,0,0,0,148658.84,177645.02,163661.92,0,0,0,0,0,63544.875,93568.06,77557.836,0,0,0,0,0
446,231.0434054,1.4936728,,,,,,,,,,,0,0,0,0,0,0,0,0,1126754.8,1084021.1,1167522.6,0,537442.44,363735.6,81128.23,0,1134945,1095653.6,1170846.6,0,275808.97,291580.22,385175.9,0,1076808.5,1092302.8,1064548.2,0,107879.945,117114.664,141856.06,0,994590.56,944708.4,987037.7,0,134179.06,145953.03,140846.25,0,904338.94,938618.8,1037878.8,0,110622.61,104466.49,152269.86,0,1209470.6,1168448.5,1401337.6,0,97478.65,88290.73,83904.766,0,227087.44,242382.88,279033.84,0,0,0,0,0,164292.69,233287.27,120036.305,0,0,0,0,0,62388.496,93838.62,34569.895,0,0,0,0,0
450,268.9989954,1.4939849,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16012.537,0,14795.394,0,0,0,0,0,0,15766.94,30519.785,0,0,0,0,0,23190.309,22667.287,27567.863,0,0,0,0,0,57827.43,62774.477,67336.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,501.1821403,1.494232,,,,,,,,,,,0,39524.22,0,0,20031.838,0,0,0,18368.588,25270.514,14631.255,0,22380.277,28652.639,21237.707,0,0,20891.424,0,0,0,0,0,0,24899.438,0,0,22452.117,0,0,17341.326,0,0,0,0,18330.867,0,0,18657.102,31310.299,16602.56,0,25219.537,0,32321.607,15720.007,32691.38,21443.693,0,0,0,0,0,16185.889,0,0,0,0,0,14360.775,0,0,0,0,20346.488,21411.154,0,20721.154,0,0,0,18472.463,0,0,0,0,0,0,0,19286.16
453,483.0611115,1.494971,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11668.883,0,0,0,0,0,0,7247.1997,0,0,0,0,0,0,11573.611,7609.1694,0,0,0,0,0,0,58679.383,53907.617,67968.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,253.0252183,1.4953128,,,,,,,,,,,0,0,0,0,0,0,0,0,1377231.2,1360579,1468402.2,0,520435.78,357689.03,110422.6,0,1608720.2,988805.7,1090895.1,0,648591.1,421838.06,405420.44,0,1078337.5,1079543.1,1687296.2,0,208201.62,155901.03,272829.78,0,1240719.5,1173093,1195134,0,289027,275109.6,302381.78,0,1732696.5,1344212.8,1984249.9,0,275966.97,232275.55,233870.69,0,1664836.9,2340312.5,1951828.4,0,228853.27,181144.3,174008.25,0,580334.7,394110.12,369272.72,0,21878.68,18908.453,0,0,286217.16,292515.8,236513.69,0,0,0,0,0,129111.45,162558.62,100366.32,0,0,0,0,0
455,517.222747,1.4959463,,,,,,,,,,,0,11353.448,0,0,0,0,16167.082,0,0,21688.533,16149.923,0,0,13003.064,14433.04,0,0,13371.993,16233.306,0,11550.037,0,0,0,19448.85,15170.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16001.783,9455.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8080.9707,0,0,0,0,0
456,361.0475023,1.4984697,,,,,,,,,,,76235.63,63259.547,0,0,59729.574,0,81214.68,0,67651.516,144253.23,79466.12,0,99452.766,0,0,0,65433.023,64512.88,0,0,97620.17,0,107920.586,0,92786.85,0,0,171622.05,0,23030.691,78072.47,101882.19,51995.08,138399.53,54301.44,66397.57,66054.03,90159.14,92955.03,0,54128.2,71924.336,74201.836,138672.45,79666.766,54439.152,71965.36,48286.816,72075.04,66701.1,0,92008.945,100052.58,57410.89,70332.59,79486.6,74044.336,0,81251.68,67509.99,64105.168,148033,126244.69,78643.95,74985.44,86247.68,0,42368.785,74110.03,124381.88,0,95239.32,131724.11,146519.88,87518.06,0,77136.414,71650.92,70939.08,82280.7
457,376.1868222,1.4991416,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46116.652,0,0,0,0,0,0,0,0,30254.664,0,0,0,0,0,0,0,15684.902,29201.035,0,0,0,0
459,194.1654474,1.4998114,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17700.525,16884.914,0,0,0,0,0,0,46964.3,42756.867,53974.367,0
462,232.046704,1.5049018,,,,,,,,,,,0,0,0,0,0,0,0,0,73794.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61794.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75202.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,521.2389722,1.5051358,,,,,,,,,,,149733.38,0,0,0,0,0,0,0,0,0,235129.69,0,361701.22,0,0,0,0,0,149916.83,0,151257.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395670.25,349704.88,366959.97,361713.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,543.2210209,1.5052848,,,,,,,,,,,72230.875,64490.156,0,0,50544.8,73353.78,67848,0,0,0,81689.195,0,0,0,96403,0,0,0,0,0,111005.586,0,0,0,0,0,0,0,0,0,0,157582.22,0,0,0,325159.47,0,0,0,0,534147.5,0,145344.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378180.1,123247.94,0,0,0,0,0,0,0,418887.4,0,0,0
468,306.1290969,1.5105602,,,,,,,,,,,0,15251.359,14149.211,0,15569.075,0,17195.523,0,0,32657.209,54774.56,0,0,13231.427,22922.19,0,37108.88,30084.504,38718.316,0,21968.158,21409.168,0,0,23709.133,16157.179,35297.293,0,0,0,0,22867.094,32766.291,33283.656,30566.69,0,0,0,0,20189.096,17334.582,31190.273,28807.51,0,19773.807,16845.252,11505.164,13996.494,33780.664,20208.97,32086.049,19978.697,0,13867.784,21677.18,12155.227,16930.336,22662.49,0,0,19049.887,18065.428,0,15398.033,0,12857.564,23799.883,0,12012.764,12645.085,0,24300.445,15492.193,0,14259.203,21219.326,0,0,0,0
