row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,t0_BS_1.mzML Peak area,t0_BS_2.mzML Peak area,t0_BS_3.mzML Peak area,t0_BS_C.mzML Peak area,t0_Ec_1.mzML Peak area,t0_Ec_2.mzML Peak area,t0_Ec_3.mzML Peak area,t0_Ec_C.mzML Peak area,t1_BS_1.mzML Peak area,t1_BS_2.mzML Peak area,t1_BS_3.mzML Peak area,t1_BS_C.mzML Peak area,t1_Ec_1.mzML Peak area,t1_Ec_2.mzML Peak area,t1_Ec_3.mzML Peak area,t1_Ec_C.mzML Peak area,t2_BS_1.mzML Peak area,t2_BS_2.mzML Peak area,t2_BS_3.mzML Peak area,t2_BS_C.mzML Peak area,t2_Ec_1.mzML Peak area,t2_Ec_2.mzML Peak area,t2_Ec_3.mzML Peak area,t2_Ec_C.mzML Peak area,t3_BS_1.mzML Peak area,t3_BS_2.mzML Peak area,t3_BS_3.mzML Peak area,t3_BS_C.mzML Peak area,t3_Ec_1.mzML Peak area,t3_Ec_2.mzML Peak area,t3_Ec_3.mzML Peak area,t3_Ec_C.mzML Peak area,t4_BS_1.mzML Peak area,t4_BS_2.mzML Peak area,t4_BS_3.mzML Peak area,t4_BS_C.mzML Peak area,t4_Ec_1.mzML Peak area,t4_Ec_2.mzML Peak area,t4_Ec_3.mzML Peak area,t4_Ec_C.mzML Peak area,t5_BS_1.mzML Peak area,t5_BS_2.mzML Peak area,t5_BS_3.mzML Peak area,t5_BS_C.mzML Peak area,t5_Ec_1.mzML Peak area,t5_Ec_2.mzML Peak area,t5_Ec_3.mzML Peak area,t5_Ec_C.mzML Peak area,t6_BS_1.mzML Peak area,t6_BS_2.mzML Peak area,t6_BS_3.mzML Peak area,t6_BS_C.mzML Peak area,t6_Ec_1.mzML Peak area,t6_Ec_2.mzML Peak area,t6_Ec_3.mzML Peak area,t6_Ec_C.mzML Peak area,t7_BS_1.mzML Peak area,t7_BS_2.mzML Peak area,t7_BS_3.mzML Peak area,t7_BS_C.mzML Peak area,t7_Ec_1.mzML Peak area,t7_Ec_2.mzML Peak area,t7_Ec_3.mzML Peak area,t7_Ec_C.mzML Peak area,t8_BS_1.mzML Peak area,t8_BS_2.mzML Peak area,t8_BS_3.mzML Peak area,t8_BS_C.mzML Peak area,t8_Ec_1.mzML Peak area,t8_Ec_2.mzML Peak area,t8_Ec_3.mzML Peak area,t8_Ec_C.mzML Peak area,t9_BS_1.mzML Peak area,t9_BS_2.mzML Peak area,t9_BS_3.mzML Peak area,t9_BS_C.mzML Peak area,t9_Ec_1.mzML Peak area,t9_Ec_2.mzML Peak area,t9_Ec_3.mzML Peak area,t9_Ec_C.mzML Peak area
2,284.0490103,0.07352047,,,,,,,,,,,17433.18,4355.322,10024.892,20755.18,22109.188,4875.9644,22036.092,1897.2189,20930.334,5378.2334,18188.453,19835.082,18244.037,20417.26,1695.9965,7435.9023,4262.3906,4663.6113,20200.516,17440.828,21747.912,1985.3657,5065.429,18484.367,20001.395,4854.831,65528.32,22136.297,23531.36,20840.535,24317.582,23408.113,21779.809,23366.633,1496.7511,21512.127,23987.516,22885.908,20502.205,18767.963,18208.166,19439.273,21375.271,23160.66,4051.4673,20846.96,25988.463,20727.94,23277.852,23021.77,19423.738,16409.041,21638.328,17550.69,12924.526,1749.0386,4176.5664,23768.797,10403.443,25024.941,22115.018,22194.277,28574.672,4409.38,27183.98,23442.156,29168.469,26823.367,29180.645,24881.938,29405.38,23104.445,25643.275,24276.264,27789.332,7223.9854,25101.523,28556.88,28486.467,27427.037
6,267.0352464,0.116444126,,,,,,,,,,,75040.11,78208.43,78494.914,76631.37,82040.83,10763.7295,83026.68,80481.48,78644.99,68145.16,82846.62,81488.6,84474.336,41529.54,86577.43,82239.96,88665.12,82006.62,11919.039,88613.35,89304.22,2843.9346,84207.7,95421.92,42062.348,94682.375,97388.625,12551.383,99678.945,13265.098,103138.1,104292.79,60886.793,104051.21,103701.5,101091.64,105612.2,104559.08,107314.51,98880.98,8224.141,108080.46,111798,105797.13,115454.83,111556.914,113798.12,106367.33,105661.38,116712.18,112513.84,112260.805,15001.748,104216.02,108782.836,119112.055,116557.01,122171.984,128124.21,16367.007,132863.58,18406.736,147233.73,98897.5,142320.4,71793.92,140100.11,146903.6,150783.27,151305.55,153205.45,59329.625,152010.89,141858.53,144812.08,71790.38,149117.7,160368.38,157908.19,155249.89
8,281.050873,0.116664544,,,,,,,,,,,1697266.2,1631237,1627597.1,228957.92,242289.98,1642048.9,1705003.1,1626212.6,1610743.2,1617801,1697776,1736482.5,1672927.1,246844.98,1730372,1659005.9,3636798.2,238900.69,1801658.1,1726171.6,1790524.1,1793722.6,1758510.6,1826660.6,825967.75,1797005.8,1861560.6,1791205,1874701.4,264772.88,1880207.5,1903202.8,1836889,1856752.6,1856437.4,1911860.8,1896889.1,1865197,1879303.2,1858485.6,1878137.2,1865427.5,1885725,263653.38,1915697.1,1857064.4,1959094.5,1809681.2,1878324.1,1938576.1,1918236.5,1846109.1,1889204.8,1788074.6,1748643.1,1942541.6,1850521.8,1911116.8,1996669.9,1939815.1,2107426,314931.1,2252714.8,2107145,2165417.8,1201723.6,2277905.5,2273466.2,2240746.8,2251822.2,318348.78,2230275.2,2232071.8,2149341.5,2186300.8,1151338,2165031.5,2294908.2,2246502.2,2231282.2
11,227.0220163,0.025476014,,,,,,,,,,,25428.309,3144.4167,28229.959,32815.08,46982.75,31859.559,53433.332,53151.668,21978.041,33175.94,58325.504,24351.291,56299.64,35527.3,52673.234,58422.902,36375.652,31167.693,33978.777,29801.875,30897.684,60924.164,5797.2085,57932.742,15339.551,24102.004,38324.047,62250.574,16391.33,30829.754,26468.875,63844.08,58484.945,63878.094,25356.414,29796.38,64599.23,11302.128,11253.331,55248.395,25999.299,56873.7,65116.66,63951.35,20976.223,32048.906,25768.02,38509.773,65817.984,47322.684,32362.533,29141.127,41154.426,9306.698,33487.17,51753.508,16604.943,50512.074,40505.69,30468.777,38982.734,73907.41,75677.15,72864.14,27536.453,42869.934,46093.223,36549.098,31071.268,50178.266,77031.516,29224.246,77089.79,44565.508,75053.586,22575.89,38971.953,68738.09,63997.76,74839.195
13,239.0947388,0.026165182,,,,,,,,,,,95145.99,46588.438,100999.836,101895.63,41008.7,100406.81,34433.387,98985.75,47213.04,52947.16,44878.953,95894.56,94406.81,94640.95,48165.555,91480.95,90689.734,45546.42,92272.87,57973.746,92320.29,92973.32,92752.7,94062.87,40928.4,92420.69,92984.1,12575.482,50080.32,20610.39,91256.74,36585.836,33549.285,90869.88,90989.82,39958.145,92500.49,34380.75,82588.95,91859.11,91092.43,91129.914,92098.74,92114.48,43136.523,90547.01,55942.684,31172.871,91261.53,90633.73,73799.21,88122.75,23996.992,61781.45,64743.26,90371.05,80596.71,41652.37,29155.664,69202.42,38439.25,87533.08,49143.074,85472.43,61736.79,58640.04,90054.49,47691.52,46335.805,26121.633,26745.67,98362.26,12844.565,99819.69,58561.918,53665.6,37889.34,100194.13,84681.64,55763.066
15,284.0490001,0.15191087,,,,,,,,,,,88282.33,36163.434,38635.613,121834.44,39719.406,89345.8,48019.9,40891.207,44813.215,44965.72,42947.156,47317.01,18107.31,35118.098,53535.973,25173.996,50197.184,38067.402,51429.086,50026.12,46020.062,51349.156,28960.941,20036.473,38516.184,60386.023,48698.91,28999.225,52508.188,53201.195,36412.332,55179.55,18926.494,26977.193,51452.844,48381.203,36481.168,16873.59,32558.62,53181.97,54092.36,53252.715,46638.375,5211.1157,54896.156,5613.7725,56603.7,36800.63,40430.1,56292.375,30097.145,17690.008,29022.14,27649.46,47925.438,56135.367,34216.14,33911.11,54768.35,35182.945,45517.434,44077.36,6062.292,43590.62,45409.285,25704.719,24719.068,65875.89,58949.145,65325.27,59815.754,144806.06,65065.07,18545.58,23812.424,19355.408,62776.63,25392.137,173070.67,50639.062
16,161.0821088,0.10668242,,,,,,,,,,,227146.39,97560.516,84551.16,78899.086,120634.67,249770.9,84202.81,289242.25,452832.88,437104.38,189995.92,148264.38,89187.734,42879.594,226531.92,186729.19,328183.8,157668.62,120944.13,351515.7,97476.3,179809.02,314149.1,133122.97,204392.44,192533.19,240224.52,184113.5,48474.223,87374.68,24837.12,150992.11,173899.89,143251.14,114625.7,191438.22,42168.72,199506,93112.586,260118.5,115144.62,185683.33,270548.62,232272.47,161744.56,186929.08,105503.41,54885.76,220555.03,139460.69,74613.09,279364.5,84468.12,214774.23,531986,109450.64,243061.97,136238.6,206028.89,173314.53,78930.24,47234.78,24893.57,154990.58,79352.58,90589.734,146254.86,51648.54,145744.55,147763.9,128658.52,247168.12,88001.84,56055.54,83735.53,155192.48,85410.945,184276.83,71800.94,45999.105
21,281.0508777,0.23098621,,,,,,,,,,,2054228.1,4952906,1953164.4,1964036.1,2020126.8,1981426.2,2036833.9,5049330.5,1919365.6,1944161.4,2037187.6,5378667,2000859,2060556.9,2029697.4,1988693.4,2128885.5,2047285.6,2182884.5,2115994.8,2175456.2,2212790.2,2134230.5,5766247,2179780.8,2210979.5,2239083,2211133.8,2297493.8,2241884.2,2260883.2,2305187,2242525.5,2251212.2,2271699.2,2325409.5,2325545,2261993.2,2303604.8,2281018.8,2321844.2,2264138.2,2288987,2212047,2310138.2,2300361.5,2365306.8,2233213.5,2273383,2335369.5,2292564.5,2294450.8,2243839.8,2146303.5,2142542.8,2367504,2252191,2273786.8,2432062.5,2317094.5,2555427.2,2634255,2738650.2,2573715.5,2700716.5,2732181.8,2791520.5,2751159.8,2759834.2,2753168.8,2766514.5,2734336.8,2732606.2,2699990.2,2670569.5,2622309.8,2705930,2820920.8,2744883.2,2719381.2
24,161.0821156,0.19128656,,,,,,,,,,,214440.47,244698.61,216728.81,116257.47,245406.48,166710.19,187034.48,197221.12,516091.72,518344.2,123112.516,63881.2,12382.619,121482.01,336913.06,70691.016,88754.18,170862.81,139863.06,308751.22,180094.38,66469.945,196185.08,77093.11,95262.28,84849.82,217732.1,43228.695,227550.4,96698.09,108668.305,136620.53,109847.22,106408.47,260505,204144.86,151321.6,161569.22,150229.31,243910.78,16744.07,245135.12,269093.88,131124.52,72333.45,89708.68,71965.83,29467.125,232440.11,175577.45,42723.617,232238.4,86460.5,712423.7,168647.47,149794,153197.08,271942.44,206028.89,525162.75,108482.836,49939.367,110338.75,255369,81177.336,77565.17,70128.4,158259.95,76866.87,173936.22,184417.31,96712.58,44509.164,62121.69,176747.69,172093.22,94031.03,117190.24,151312.58,153268.67
25,284.0489967,0.2343344,,,,,,,,,,,50016.688,30202.674,16897.887,14007.651,7563.9473,21243.742,49115.44,12647.69,28919.277,26923.193,41411.12,26376.918,28899.84,28062.707,27951.842,28246.492,39951.203,40906.168,52877.168,46868.227,53690.63,55020.355,42879.52,55509.543,46416.24,31185.057,53952.363,44880.08,56715.953,51162.4,55764.64,45304.973,12974.039,51228.02,56227.523,38522.72,53703.953,69338.63,23091.436,9353.549,46063.76,55593.37,23548.102,29528.594,57322.18,5613.7725,52055.973,53919.477,56138.133,56219.324,2989.228,11975.761,42343.426,10502.301,36431.254,53829.74,11130.587,35759.793,38213.223,52502.65,35167.754,66141.39,35869.273,17925.115,46543.37,44239.773,68134.6,67435.61,31650.273,66975.12,63062.29,36082.902,68119.85,64193.406,59604.664,11099.748,65295.617,67934.33,24382.08,23628.791
28,267.0352439,0.25146562,,,,,,,,,,,89149.445,96775.53,93593.4,96864.35,73876.44,100691.74,29398.176,97340.52,97873.35,98111.78,105909.43,270669.12,103162.39,106038.92,106499.195,33404.125,188714.27,15576.267,111484.08,114202.73,113483.64,116981.78,115431.24,123528.77,118542.805,122632.18,124224.84,88386.24,126961.69,125790.92,127764.28,133441.97,126301.945,71296.79,127019.71,135459.9,134115.88,132323.78,137006.45,128166.13,139518.7,136529.23,141119.42,132484.94,146222.69,140711.22,382623.5,135259,143468.92,144782.53,143459.6,144604.77,148313.52,93188.555,139244.95,151638.06,147391.72,149746.36,160246.69,147981.8,169424.55,181915.02,186857.4,170773.77,184135.34,190741.7,193441.52,188163.64,190418.36,189790.31,190570.53,189149.5,192744.1,191691.06,159346.39,186342.64,191553.38,205732.52,490256.5,196764.03
29,445.1197217,0.292531,,,,,,,,,,,117267.67,111849.77,104933.164,101954.27,99220.58,95581.37,91104.01,64468.36,83906.41,35861.793,54590.07,55886.04,85790.91,84339.33,68324.1,78227.92,78861.5,77238.31,36423.59,80465.25,42092.414,80537.16,67910.59,35790.184,78619.164,76705.43,77676.945,68029.625,70214.95,71580.914,75677.97,76082.22,74226.48,67673.266,75292.65,75364.64,75728.57,75126.24,73018.17,72601.83,75389.086,72411.22,47521.242,69823.8,6212.587,72709.016,42282.156,71957.03,47622.652,72123.28,44528.75,71739.766,70172.164,75095.72,73888.664,37679.54,72249.305,49921.906,111718.24,76821.984,48386.863,75122.16,78801.2,41173.59,13513.407,43217.44,77279.586,43530.305,14596.051,42492.27,76382.2,44590.8,74859.125,72782.016,57665.816,43700.77,9888.901,65808.5,11683.169,75447.38
31,284.0489913,0.29575086,,,,,,,,,,,32851.21,41856.258,28291.26,16610.768,7563.9473,16108.869,36945.285,12647.69,45541.156,32267.916,127769.734,22455.541,22612.676,32706.104,42993.395,45817.29,87621.97,123643.766,37703.92,30703.115,103408.12,41133.164,25967.656,56584.305,55340.51,13390.084,35389.574,46366.883,49327.13,141756.58,144551.81,25958.822,55926.438,48949.76,95007.84,19118.533,34622.098,71652.2,23091.436,28448.639,27600.936,49614.184,140709.11,137709.25,147599.69,47398.54,152404.78,49831.234,56998.895,57519.418,2989.228,138757.31,57326.52,31618.234,19026.871,147850.75,55845.8,17848.271,51965.527,25811.098,38022.945,65763.59,34608.043,63755.89,55174.504,21770.316,69214.664,59887.89,67841.43,66731.82,51978.453,11948.842,69037.84,158943.36,38388.645,63848.293,62049.727,56783.336,69222.69,68534.04
32,281.0508783,0.31610283,,,,,,,,,,,2069456.9,1953217.2,1932771.2,4975924,2015590.4,1949402.4,2032586.1,1937683,1925167.9,1951457.6,2051669.5,2105083.2,2036763.2,2044991,2076058.9,2046085.4,626421.9,2033188.4,2170894.2,2172768.8,2164783.2,2253930.8,2180925.5,2244000.2,2210735.8,2237836.5,2247934.5,2206151.2,2304896.8,2253103,2304781.5,2354898,2257413,2287917.2,3831062.2,2320020.5,2305303.5,2314099.8,2349002.5,2247905,2347813,2281088.2,2346815.8,2240900.5,2366603,2329340,2419626.5,2275395.2,2256064.8,2337586.5,2299686.5,2350188,2331435.5,2143853.8,2121776,2376508.5,2263662.2,2256702.5,2420487.5,2303140.2,2561534.8,2666433.2,2745542.5,2562816,2717295,2776670,2790440.2,2752058.8,2788234.5,2746022.2,2800637.5,2753986.2,2738242,2722971,2700070.5,2690445.5,2708273,2805014.5,2801814.2,2736685.5
36,239.0947368,0.346609,,,,,,,,,,,88884.516,83392.63,95916.04,96498.375,92281.2,47356.64,96310.305,92682.87,63841.242,54215.46,91918.055,14506.183,88191.73,41122.027,88650.42,87579.336,140903.78,85125.87,43517.297,88237.94,86281.65,86929.43,86929.05,89270.49,87091.94,86856.77,8405.617,87814.52,88912.73,85575.18,69719.734,57193.137,41289.305,86217.28,131331.16,68609.55,87480.695,88032.85,87742.086,87336.26,88398.766,42675.676,52481.84,86843.38,84378.07,84937.77,86461.164,48302.863,63044.496,44058.668,82373.19,85563.42,85194.58,65528.47,69813.664,63687.664,74879.836,78298.836,38922.965,74201.945,85923.68,27777.969,56619.81,82358.69,91071.04,92812.71,91170.34,90940.57,57103.03,80317.64,95222.84,92854.16,88954.875,92711.57,92300.01,92953.39,93839.94,95269.65,67463.91,54044.938
37,161.0821152,0.35335436,,,,,,,,,,,233508.6,138257.83,25585.492,133037.05,376109.7,178130.9,294980.56,242687.98,403114.8,590202.25,186685.55,179383.05,89657.91,94214.73,148940.19,225489.8,52154.35,417739.66,269707.34,123430.95,189924.53,101347.32,125316.6,153208.97,31670.576,158463.42,271726.84,143895.81,60980.176,179331.3,148035.84,261744.89,16932.512,196471.75,75267.84,107885.03,127483.63,180764.5,40768.453,230465.42,133457.66,37093.594,208794.92,104662.69,272735.62,184319.39,196272.86,210130.88,46142.633,227708.16,129872.91,59788.188,183599.25,756513,557377.5,162122.95,524580.9,177181.88,51121.49,810781.75,111369.59,104994.33,196017.45,331558.47,33123.5,167287.56,191999.75,355173.94,72240.55,76128.24,17870.148,85951.46,166395.14,53141.664,166906.97,186807.58,172402.52,74122.79,97934.52,82378.77
38,227.0220292,0.35016438,,,,,,,,,,,17654.164,54218.695,12164.207,23678.133,23103.264,54601.992,56209.61,32906.277,15995.691,52503.89,36523.43,54752.316,10921.601,52327.24,33275.254,55518.535,92895.99,56548.63,57610.29,58154.043,53800.816,44923.234,46364.246,61452.082,2483.7427,48867.23,15173.11,40810.316,26322.797,35168.617,17351.887,57776.805,24035.887,14703.982,103989.96,22272.072,31527.432,35012.44,62299.695,47807.164,41133.867,44132.848,31072.852,61714.96,62543.742,10549.581,65044.67,30190.016,31130.639,44659.65,47914.867,64249.293,30812.2,29996.934,13776.244,29888.3,59241.688,48879.797,64821.11,44826.594,66441.805,34938.23,71878.234,35840.574,62237.97,54452.266,72387.086,57765.75,38783.8,72162.43,74214.555,72982.47,53231.848,72979.92,50509.645,72211.3,19105.33,40396.215,30180.906,72464.93
39,302.0587127,0.3588882,,,,,,,,,,,61164.945,67077.61,69051.92,46901.195,59664.48,32111.484,37302.164,45576.56,64826.766,63578.844,70797.79,72689.05,67081.95,45548.793,70877.77,70247.31,92388.73,71051.1,49789.062,74547.64,55468.652,76296.92,58429.29,77567.516,76425.36,77104.58,67002.766,76245.09,76652.09,75780.59,77248.24,78383.664,77204,77989.34,133040.1,77944.125,17545.39,77888.805,78575.8,78023.32,80608.88,24419.596,78560.664,76876.8,78606.79,78706.836,81160.92,78243.04,76319.15,77768.375,78005.38,79951,62955.457,48947.895,66038.18,79209.57,33106.863,73714.45,64677.805,46712.72,73290.83,86641.766,74669.37,42012.22,68516.836,89075.89,85070.375,87932.11,87943.6,88689.84,89757.29,36365.562,71445.516,87599.695,47347.098,86562.99,88568.23,89905.9,89997.24,11488.261
41,267.0352439,0.3645138,,,,,,,,,,,102884.086,97769.42,90507.77,96077.805,100566.78,217466.56,103620.54,98835.414,99987.305,99112.57,105199.2,107594.86,104474.34,107148.9,105205.664,106200.586,66445.77,108764.99,113725.734,107976.914,116985.71,57667.27,118289.35,307617.88,260261.11,123342.16,123379.06,123128.57,128526.33,128196.125,326263.12,133158.5,49142.426,134675.73,77182.83,136517.83,137034.62,333201.8,143525.44,44768.594,141996.12,137357.98,143600.86,136049.97,148260.11,143597.11,155853.1,140261,144774.28,150387.44,145199.44,151035.69,151537.88,139821.84,138276.05,382668.44,149957.08,149469.73,404931.3,148236.44,171312.7,183754.89,187948.55,169483.7,146369.38,193496.06,192948.28,117283.625,195667.9,191044.73,198550.53,188189.19,195256.64,196088.83,45869.594,189832.12,199240.66,210576.11,202105.6,199702.7
46,161.0821118,0.4929305,,,,,,,,,,,111255.13,53879.895,49337.52,282425.6,392669.28,362487.62,203661.9,55083.426,105957.32,92014.31,24180.934,29731.385,175581.4,151123.77,208314.27,108940.3,36440.113,242297.66,34132.887,182392.64,242861.95,193745.95,213366.11,137608.72,146011.67,38794.207,198464.27,79764.85,32979.613,141311.5,174461.86,158100.19,197026.95,219638.36,252007.1,36308.23,52730.074,39465.688,196780.8,214705.55,197487.4,121714.73,70855.76,223172.97,62038.555,119928.01,113873.16,122701.266,142852.61,31982.492,88825.38,63282.11,33030.727,204761.06,594356.5,39712.312,65707.48,340181.38,151963.12,227159.86,32324.035,223499.73,89610.62,41313.86,29922.771,151184.58,29545.947,178733.17,32727.5,33898.23,28167.264,34610.203,53612.27,54664.504,36366.816,39200.863,64596.24,28115.443,190424.86,27950.645
51,284.0489888,0.42960015,,,,,,,,,,,10529.62,22625.184,30794.574,32146.117,39826.766,12955.843,40997.76,39171.984,121119.67,33231.63,41063.105,130463.82,36320.78,41326.312,41271.383,18385.361,42961.58,42047.24,36268.94,45338.613,32693.945,45898.08,43473.984,44769.574,45759.594,44818.215,23748.18,27458.84,46591.082,24839.602,24878.008,43742.883,139074.42,141790.16,29908.627,5395.6772,45975.1,29925.766,39431.105,45453.062,42207.867,139931.42,26842.838,44711.47,48377.258,28432.807,49611.984,45447.008,44709.902,47370.605,45876.676,45604.617,47093.43,18041.232,42643.59,47270.043,45626.62,41160.812,151041.83,11019.754,51754.066,21933.81,33881.223,34637.74,32033.809,54418.285,30864.725,57175.074,11568.453,53763.086,55253.465,33260.324,41115.344,54847.137,53661.145,52575.535,9179.34,172691.81,54915.594,36433.516
52,281.0508736,0.4345666,,,,,,,,,,,1595995.8,1581779.6,1611387.2,1559661.2,1567572.4,1505469.4,1700583.5,1578677.2,1587434.9,1504979.1,1669113.9,1705607.5,1665343.2,1701358,1680589.2,5192061.5,1825694.2,1715315.1,1803886.8,5527602.5,1811390.1,1869062.8,1806105.9,1824278.8,1866686.4,1839957.4,1859177.9,1829572.1,1883938,1880912.5,1895753.2,1934177.5,1856269.4,1886859.9,1895365.2,1896288.1,1836406.9,1896148.6,1946909.5,1870174.9,1951705.6,1872215.8,1974683.9,1839449.5,1961109.4,1916927.8,2038775.8,1876765.8,1872603.1,1927288.1,1890051.6,1924464.5,1956793.6,1844103.2,1772672.4,1863730.6,1788518.8,1922504.8,1934148.6,1904140.2,2157267,2232152.8,2264100,2160659,2238272.8,2311651.8,2288881.2,2337066.5,2305841,2263427,2296237,2150541,2239732,2191237.5,2204425.8,2116652.2,2337738.5,2373151.5,6976852,2302173.8
53,355.0695633,0.4336198,,,,,,,,,,,62006.58,39996.664,57193.22,54201.996,52083.812,42883.105,41781.64,39509.1,9987.878,29863.695,30253.242,45400.566,29702.58,18718.69,24306.123,41392.777,15584.36,7356.6333,22464.102,42204.69,18650.576,16553.082,43235.684,42349.04,30492.826,19592.967,42036.758,42274.273,39488.258,20349.627,15123.3545,33413.37,6606.833,40528.71,17959.934,33616.54,38453.293,40351.71,9727.735,39603.18,30152.9,39755.324,11806.223,39615.62,21517.717,39918.734,26852.156,6075.6143,21620.318,15812.063,22604.3,16174.43,39142.117,29549.514,19515.469,39146.414,43014.45,44453.527,45904.832,47472.793,23383.379,47208.57,31051.076,12419.221,45921.496,8281.979,23402.209,20875.3,44606.168,44174.812,44273.266,33662.656,43071.914,54136.19,24695.7,27042.637,29471.93,43172.03,35661.215,33456.426
55,267.0352442,0.42923832,,,,,,,,,,,63620.184,68687.74,39986.285,68455.72,71501.75,49006.277,62408.145,71166.34,70498.97,51850.92,75470.28,52912.94,74631.67,75579.97,75081.7,77076.92,84085.47,78920.67,83955.49,44631.277,82756.64,87538.42,85084.9,88537.02,89606.94,303702.97,89289.42,89788.414,93812.86,93319.42,94066.24,95301.11,93558.984,95742.07,95627.82,94550.55,97637.664,98337.95,101559.75,98134.25,102140.234,97210.89,102791.98,97416.99,108231.2,104107.41,110145.26,100504.79,102517.47,107382.14,103568.125,107627.56,108835.664,100996.5,99187.4,109452.52,106448.15,108747.26,118016.73,105449.11,124827.484,131871.77,133620.39,81866.27,85398.78,139477.44,136835.36,138071.47,137887.56,134298.33,140402.16,134904.08,140831.66,139404.28,137753,135594.89,144499.06,149675.58,144615.06,144250.11
59,161.0821123,0.5019496,,,,,,,,,,,76591.82,498408.38,49337.52,621443.3,662816.94,608143,493026.03,415745.53,1494666.1,1425199.2,240332.92,329361.53,173251.86,150041.39,125821.305,54111.914,31755.695,147765.47,412242.38,116781.27,126028.87,191259.44,176101.08,136633.36,144904.95,76282.43,33096.344,119920.15,295504.22,103480.805,173472.62,119988.81,130008.09,197126,146014.88,111431.09,248450.83,269773.72,124819.13,60157.727,129492.5,120344.98,102395.2,222084.02,121636.52,118742.15,213494.1,165471.17,484712.84,139588.6,92662.81,113122.62,72725.83,1331088.2,246502.27,235057.9,975688.4,369831.22,150273.06,224968.94,165346.61,273017.94,87080.71,207330.75,29922.771,195752.03,74864.94,64405.934,300017.7,107943.875,107563.12,92954.33,52632.38,191290.61,139235.95,81180.65,63749.793,28115.443,89184.76,155719.67
61,179.0926506,0.5030221,,,,,,,,,,,5814.5464,13394.602,7439.426,66376.8,33215.64,51764.406,24945.006,66341.2,90049.086,88397.01,2926.7173,4553.668,4015.2454,4573.2954,2931.7842,3546.1555,707.0161,4434.8315,5021.5503,6719.883,13390.415,4495.1177,6005.1787,4583.061,7194.8267,6667.839,4469.8667,11458.924,3863.8098,3762.2192,4974.7505,7860.7793,5341.9873,8851.979,14055.254,3700.9697,9387.884,5745.602,4225.2344,7375.1025,8591.053,9635.365,8564.192,11386.495,6452.103,5705.8003,7029.371,4175.88,7984.3237,4037.2656,12138.951,6343.561,4133.658,93449.75,21455.979,4893.288,8823.384,14177.609,19209.127,25596.062,5503.2397,7029.931,5524.683,6028.7725,4432.8667,3941.3142,4855.8047,8004.8145,4402.0425,4615.924,4987.1543,4639.032,4781.815,6311.3076,4715.384,7864.267,6126.817,3682.592,6261.6636,3601.92
64,245.0954124,0.52070516,,,,,,,,,,,173294.6,73117.06,107118.5,317.82056,105098.74,142389.19,63810.387,0,74559.234,56168.523,39515.625,0,23827.398,63696.78,76873,0,40212.027,54846.29,50340.758,0,117078.42,60493.59,92136.16,0,52213.004,68410.98,68092.71,51597.926,20048.074,34443.28,55971.418,61229.266,35272.36,57153.695,58235.875,67825.43,57881.23,98329.836,62141.04,31539.266,15515.949,45211.176,19731.477,43263.973,23371.764,49130.547,56877.996,31332.186,76708.1,63450.434,73982.305,71027.3,86572.7,48227.555,36895.926,73141.85,26323.795,33890.67,26685.61,29759.742,64034.043,38520.805,48804.12,45772.766,23509.477,32414.438,30443.559,43292.93,35276.875,45498.383,46890.605,46498.23,34425.598,51332.15,34075.53,33443.477,24871.02,36117.336,35860.074,31211.477
68,182.0290282,0.5240172,,,,,,,,,,,29492.863,4439.725,30160.09,29447.814,27711.986,29788.41,29728.164,28062,29291.865,29315.918,28309.67,28539.463,28779.283,25100.438,7635.223,28586.182,15426.231,27615.26,26691.367,29415.594,6278.325,27934.043,27551.861,28074.193,27837.219,27420.207,27371.104,7150.2246,1107.1183,24641.828,26658.07,26196.926,27239.379,26764.65,23169.66,26026.746,26553.031,4245.392,7929.7686,25181.629,4464.8345,20692.111,18163.266,9311.491,20739.346,23299.107,11421.896,30438.72,8080.8633,5249.9365,24785.434,24290.559,5474.2427,25280.996,24015.95,7736.5225,2303.4004,24286.969,23682.41,4658.655,27062.064,24616.043,21683.693,12023.976,25994.584,25874.344,9058.326,4980.5454,26956.375,6949.1387,27440.262,19823.643,9273.348,7763.1143,20084,5688.8477,25716.957,27308.111,27114.84,27460.86
72,181.097113,0.521332,,,,,,,,,,,120792.055,55444.434,81319.36,288.84552,75002.09,103089.67,49561.344,0,54433.812,44507.16,33512.71,0,16952.715,46975.82,58887.414,0,28772.06,42237.44,38951.93,0,83179.66,46208.46,67149.46,0,37793.9,50114.707,53135.84,40590.188,16139.823,25807.072,40117.45,43597.742,27585.531,45418.645,46323.043,51684.332,43626.12,72381.734,47373.645,25023.504,14069.645,37822.133,16628.145,32494.002,17744.14,39957.836,43046.98,28384.6,58192.438,53200.41,56386.285,52428.34,65669.13,33569.805,30222.6,57192.938,22198.172,28377.783,21808.988,25955.826,49773.805,31313.932,38381.293,34898.31,18889.508,27175.607,26428.203,35945,29850.8,37332.293,39566.18,36490.19,31444.316,43916.453,31561.912,29938.547,20862.38,31549.182,29398.756,27539.812
