"","DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML"
"3615_151.112_9.684",92659.64,107936.65,90535.35,84885.34,95607.414,92654.02,88818.61,91449.84,72474.91,72892.234,86713.87,123999.58
"494_152.107_4.738",23628.1,26129.21,25374.934,48682.395,40826.43,42702.38,13071.65,13282.062,17380.75,9233.088,3936.4995,10652.106
"3126_153.091_8.525",226318.05,234986.17,238839.39,139233.22,145115.98,171750.98,194286.9,189326.75,215591.77,201655.44,221566.31,235400.44
"724_153.139_5.391",22815.648,47993.26,40643.105,134512.4,135856.67,135126.06,8692.169,8439.676,9102.462,0,0,0
"3994_157.101_10.487",79142.02,73783.61,68608.625,99552.164,105480.26,104682.83,61277.125,64415.734,58878.953,58953.492,72545.66,59660.086
"480_158.097_4.7",179699.17,189614.48,189814.78,113440.05,130959.01,192133.47,158486.98,63555.76,152527.08,185849.1,167359.47,135441.61
"3630_158.154_9.707",167225.03,165643.97,179723.14,37863.93,29725.38,36029.86,130394.164,130174.766,139707.34,112410.28,128730.17,125169.766
"4256_159.117_10.771",87909.875,104461.99,112714.16,103441.484,149735.7,106454.25,76693.65,96301.15,104123.31,76412.2,73209.23,77694.13
"993_160.076_5.809",173039.22,174041.17,168169.86,69424.336,99507.484,71854.24,122976.8,130333.37,149144.73,131869.62,123219.83,110806.02
"299_160.076_1.42",43021.49,39680.26,37331.12,38532.676,40953.7,35524.65,34858.227,41295.35,41407.15,37776.09,35405.71,35855.23
"7615_161.082_15.084",41568.99,62921.816,53202.516,365838.47,54985.945,27988.105,51626.684,56697.41,0,0,51566.336,55621.746
"7558_161.082_14.705",31319.316,274401.88,31804.652,163050.66,55521.773,61237.574,18974.906,47524.41,29381.43,0,46551.203,50721.55
"3617_161.096_9.688",131197.89,137742.94,156083.78,159393.11,213803.72,258779.78,102865.9,107349.234,108631.64,125447.05,107048.9,107779.22
"3357_161.096_9.125",44326.887,0,40719.953,259205.44,136768.23,129210.875,17384.174,40665.22,0,29282.67,36236.49,30514.926
"3404_161.096_9.212",94308.01,130098.234,144877.67,136155.28,113449.22,145224.84,68194.4,78030.22,95572.92,73353.99,83908.375,76709.83
"7663_161.107_15.708",0,0,0,24224.504,0,0,0,0,0,51042.63,0,33950.582
"4212_161.132_10.749",156856.89,155920.66,145834.92,113038.28,141465.66,148832.08,159783.52,120617.3,114770.15,111748.31,131122.34,132222.8
"4456_161.133_11.056",150581.75,150668.06,147011.61,260136.44,227120.31,246099.1,175156.33,107294.75,127068.445,128916.05,114947.6,109670.67
"1581_162.055_6.419",58687.54,59407.72,55770.08,115128.664,134242.78,116505.26,49103.57,48173.94,51202.938,44396.25,39137.59,48481.895
"375_162.055_3.133",89279.195,94198.65,61236.133,80928.63,82996.84,88761.414,78866.25,78680.07,82586.12,77412.67,83541.445,79387.016
"6373_163.039_12.677",23725.426,21829.945,20389.293,78362.08,76898.586,80846.195,12777.488,12780.416,14259.02,6778.796,12863.897,11623.652
"3083_163.039_8.423",438162.47,439438.7,463341.03,303757.7,324390.34,328350.16,370647.12,345784.06,357651.84,344494.78,343513.1,343723.97
"4639_163.039_11.261",112699.875,111226.34,121897.28,262771.56,268588.06,284801.5,102876.43,96255.97,100166.18,108394.5,107343.945,99486.086
"3594_163.112_9.656",234435.83,209688.31,201563.17,641918.56,637522.75,614445,72538.586,83012.99,89109.36,34634.863,38490.375,19452.102
"6064_163.148_12.506",206123.84,252241.61,239716.55,386698.22,383556.34,358722.84,189788.94,157407.5,159803.55,110310.1,156183,164372.72
"4058_163.148_10.547",116605.81,119222.24,112158.84,17385.344,19836.494,19948.223,87695.59,95331.86,90567.47,79969.44,93557.77,98627.61
"2491_164.071_7.446",21302.113,15199.978,22968.205,18914.15,26029.055,20557.666,17496.879,0,15429.855,9305.158,10313.128,14907.343
"1611_164.143_6.441",21675.242,29983.166,31276.828,227148.61,83597.86,86889.56,3909.5557,5624.1797,5041.963,0,0,0
"180_164.921_0.86",100889.02,82293.13,72431.836,147396.55,135675.22,60516.445,138793.44,55439.35,51861.906,153592.64,75998.76,57692.15
"1192_166.123_6.07",23086.084,24660.162,44423.426,105403.6,109666.516,120957.61,7516.641,5501.01,7387.3013,0,0,0
"3568_167.107_9.57",51276.445,62307.234,58643.71,100076.01,120087.836,112867.35,21714.133,26914.473,26054.775,24583.646,18030.127,20538.78
"5614_167.143_12.167",67083.6,64691.977,57705.76,73521.4,78558.56,110237.91,49386.223,38964.723,30425.41,39855.844,39922.03,38869.203
"1347_167.154_6.193",25329.553,21281.39,22103.828,44518.266,51186.383,51487.324,2426.727,1813.9097,1867.071,0,0,0
"1350_168.088_6.196",212005.25,200535.97,207420.97,462426.56,470942.16,498218.62,135086.75,144279.81,139916.95,153562.3,168891.16,169842.75
"313_168.138_1.479",23198.01,22258.404,23020.041,88189.49,91835.664,84702.8,0,2651.2068,0,0,0,0
"1721_169.086_6.554",43924.54,46814.207,50867.168,48264.938,34465.242,42250.58,42884.87,35646.477,39307.273,40135.25,34292.492,42778.87
"1961_169.086_6.824",160728.36,173557.61,241271.86,188119.52,193472.78,204728.36,119209.87,120937.48,117796.47,120585.06,129354.41,132343.78
"2250_170.096_7.149",487332.66,518444.47,550997.6,403772.5,444106.7,455403.56,496369.2,475581.9,466498.1,476806.94,471083.9,484005.56
"4450_171.117_11.055",63432.746,67757.31,73992.7,61498.473,88110.33,90835.43,41305.844,45082.03,46964.47,56812.086,58979.445,55610.676
"3853_171.138_10.219",70574.914,79155.33,77547.81,48700.133,49769.566,60392.32,64102.414,70920.64,73209.66,60638.617,65292.35,70444.55
"2458_171.149_7.389",78758.27,81919.89,85711.66,83407.06,91838.21,93817.305,65471.336,65666.875,70904.46,68039.41,68482.484,64143.54
"4056_172.17_10.548",376652.38,326039.94,305150.1,62353.64,64034.594,74077.08,294475.06,279972.9,296041.78,273214.9,296005.84,273014.44
"3921_172.17_10.369",99285.15,126480.77,100154.79,118714.625,136550.75,69308.58,131571.45,80432.516,79708.64,142551.16,117429.35,75916.484
"3771_172.17_10.05",1978641.5,1964167.6,1954130,1804519.1,1696974.6,1788135.9,1718990.1,1790589,1719319,1671201,1680863.1,1674190.9
"6055_173.132_12.502",87495.32,104603.445,110373.47,190966.39,207830.2,184658.8,85953.39,69115.836,81862.734,60412.33,75131.58,77842.61
"4053_173.132_10.545",109477.95,95665.25,96918.625,40073.527,59223.875,44546.875,86502.8,62141,68662.79,43322.902,77239.55,65755.44
"4609_173.133_11.248",87037.88,74776.83,93978.11,231873.31,145732.94,95413.27,55891.773,75854.15,62568.906,57833.523,63940.49,64970.484
"4565_173.133_11.186",136453.77,146706.84,159476.97,103697.44,93137.54,104254.5,60688.8,100751.4,181552.92,84400.08,72235.64,65563.89
"4788_173.133_11.424",54224.758,52480.94,77769.234,53944.797,61222.684,60667.324,47273.164,55642.08,46270.414,78210.6,50937.28,52056.152
"5582_174.128_12.14",55072.125,55261.527,56612.59,26694.074,29717.074,23896.6,50188.04,50578.902,56356.508,61472.152,41850.36,53928.31
"3791_175.112_10.071",94382.195,86053,130551.96,113457.98,136197.34,179227.45,82054.39,74988.625,81022.484,71394.62,78681.14,78816.01
"3132_175.112_8.531",70768.96,43808.86,80560.07,74208.03,77754.5,103504.125,58725.008,50796.79,50628.918,45504.883,48527.53,0
"3998_175.112_10.487",208398.1,136452.77,140614.25,160249.52,262816.25,185189.97,158486.67,158318.6,125979.48,108912.67,106890.43,136633
"7645_175.123_15.573",47468.637,47926.266,20319.5,0,0,20054.963,53417.19,34731.742,21822.043,39645.93,72922.125,58388.754
"7662_175.123_15.701",0,0,0,46955.293,0,0,110653.45,125311.16,0,133387.08,0,401139.7
"5218_175.148_11.862",173665.94,114689.45,97235.76,94982.05,86217.58,92279.914,94086.19,131088.6,76504.375,101960.17,62030.496,93071.125
"4853_175.148_11.503",74786.44,87816.836,125384.805,139988.69,164139.47,118925.25,116412.85,75862.4,90927.75,109730.9,84008.99,71520.82
"1168_176.143_6.028",30523.996,31761.963,36611.06,72291.86,76292.34,61566.562,4966.63,4790.143,13359.945,0,1633.7075,0
"3115_177.091_8.508",85829.88,196268.95,228738,96085.695,99076.54,262951.66,70270.53,76945.39,66793.22,137421.83,72186.78,77625.56
"1645_177.091_6.483",81751.2,78305.32,71101.75,65593.125,79013.56,71226.234,74802.14,81789.09,74696.055,79750.766,77799.4,63520.664
"4249_177.127_10.767",144178.52,134506.08,133860.48,143528.58,126412.836,131125.62,124761.09,148499.56,120324.53,133018.42,92501.4,133986.95
"3586_177.127_9.651",82287.94,87155.16,94057.68,21362.533,19816.617,29437.297,73101.41,59102.36,69789.32,71455.01,88611.53,61114.484
"6561_177.164_12.818",175383.73,201000.08,166122.92,176591.78,254662.95,224658.97,142872.8,120487.23,140881.27,113276.34,107201.83,135444.45
"5191_177.164_11.807",48538.996,41121.027,47630.99,21446.066,25038.273,27761.42,44228.465,82872.43,64568.582,75616.87,45504.89,52219.047
"2744_178.159_7.838",10409.654,11041.461,20778.723,88133.48,50596.098,42846.656,1598.5283,2890.4873,0,0,1585.3547,0
"2229_178.159_7.122",36877.36,63701.56,27368.943,80189.71,216340.92,163192.73,8110.775,8898.902,15905.547,0,0,1635.4165
"7560_179.093_14.697",33442.574,291249.7,28708.844,314526.22,176975.61,47084.03,19730.895,36489.53,38283.938,43505.035,47913.53,49748.113
"3620_179.107_9.69",107756.39,107759.055,106620.13,119183.86,106109.195,129030.484,87148.44,79895.21,76631.54,77658.734,89510.53,76472.43
"3527_179.107_9.469",119742.945,135145.8,151914.8,94172.64,104045.76,106919.17,82722.53,66951.16,82171.08,79096.67,88036.83,105866.72
"3402_179.107_9.217",276880.53,251045.33,270293.66,272608.9,257695.56,288945.75,188855.39,214330.8,193949.89,166656.53,220010.39,193581.98
"1567_179.107_6.406",134600.69,148094.4,144892.03,352178.84,373444.03,385247.88,75903.95,70460.37,78237.016,46791.63,62415.234,59890.85
"1949_179.107_6.807",270941.97,246951.27,283317.94,583771.06,573775.5,611605.94,169440.45,168985.23,163592.11,94861.34,121612.57,124193.94
"4304_179.143_10.869",68711.49,74188.59,97825.78,76832.25,85882.12,92928.21,66588.21,75585.445,73559.766,75741.81,69743.15,57503.94
"4457_179.143_11.056",105906.15,107807.79,99051.92,159848.22,138109,128679.16,117438.78,120585.41,89233.81,106773.82,121898.99,94028.625
"441_180.102_4.475",32933.96,41531.477,66083.4,95713.16,93921.766,103608.26,25382.58,32948.22,31751.205,27671.14,31326.055,29709.03
"232_180.102_1.031",34190.32,25488.824,44485.348,41071.566,40578.727,28671.389,66567.49,64197.926,61395.32,67366.414,26999.355,30254.846
"160_180.102_0.808",59058.727,86165.9,70456.05,61099.4,71310.34,102995.31,58997.152,74401.04,71324.53,63078.68,64680.152,63183.41
"320_180.102_1.519",33563.188,31123.574,27143.023,40077.86,39262.797,38237,18185.67,18501.361,18483.887,11685.82,11124.138,17692.5
"269_180.102_1.201",231562.92,186306.2,221239.89,304060.16,238372.08,271136.38,139613.72,166518.73,105327.16,168952.4,167724.5,128014.57
"4052_180.175_10.546",300768.7,315320.22,268242.28,40206.633,47192.2,44565.227,204145.84,242103.62,206739,208197.42,242894.14,220201.19
"3212_181.086_8.749",166171.16,175412.19,165918.27,201244.06,202493.73,167286.38,140233.02,133986.39,130314.375,131835.56,125918.57,141329.69
"3309_181.086_9.021",117509.01,116025.46,103470.9,191008.33,157081.19,207726.98,85764,103869.93,99742.11,77474.48,68995.164,84450.49
"3604_181.113_9.657",19062.932,15045.906,18853.414,38468.074,30537.219,40743.742,0,0,0,0,0,0
"4200_181.122_10.727",230234.2,277547.75,206201.23,278411.4,209999.27,317590.47,230413.72,171756.34,188062.34,179877,147103.86,181306.98
"4142_181.122_10.646",468582.7,153614.7,158001.28,199917.52,187663.39,374733.06,54807.664,94724.8,67798.266,43651.023,50349.47,55447.11
"3595_181.122_9.655",3798649.8,3563585,3504469.5,10171315,11000366,10995017,981307.6,963353.4,1022242.56,129000.25,153085.88,161197.05
"6065_181.159_12.506",140939,158342.64,164018.86,272805.66,243170.53,228825.66,124248.04,97207.266,102002.46,64570.156,85786.73,98734.945
"4933_181.159_11.586",104892.49,109653.41,108879.13,107258.19,114543.15,105090.24,79649.95,74811.39,81927.03,89769.01,76953.32,74780.59
"5153_181.159_11.771",72390.625,67829.98,61375.867,52626.855,53761.46,56741.613,30256.156,59078.3,41160.562,44267.04,30055.973,41994.668
"2647_182.104_7.693",1402.897,0,1780.8093,86461.12,108677.29,111425.75,0,0,0,0,0,0
"1691_182.19_6.525",52067.695,53142.664,60195.742,44279.69,45180.305,47151.47,44338.914,42191.09,42239.188,42931.07,43507.52,48819.89
"2438_183.102_7.371",165968.48,149880.8,165068.95,158418.08,136591.22,147087.84,130406.26,134996.55,120012.7,133659.28,123943.5,148720.62
"5974_183.138_12.434",10637.6455,10453.171,4989.0664,4520.4053,4396.969,5254.7046,0,0,0,0,0,0
"4324_186.185_10.898",69742.9,64133.984,59220.14,52352.504,56189.754,54031.78,58812.83,50163.996,64735.15,53429.062,47460.32,62067.58
"4537_186.185_11.156",136810.06,116973.336,115848.71,39905.355,31996.09,37259.906,119155.96,105166.695,118296.945,108124.42,117299.61,99393.24
"4923_187.148_11.58",78706.25,129721.93,162715.03,158017.44,139281.25,98487.01,96037.67,111794.91,103180.66,47322.85,109359.98,56499.355
"395_188.071_3.706",127610.086,131580.31,130812.695,20809.531,14866.754,17877.348,172695.61,180761.77,189110.05,139560.31,140168.02,148639.92
"3503_189.127_9.438",131985.77,129283.54,120939.1,251170.78,255057.02,179748.45,62756.53,62073.242,76147.64,57204.34,67214.06,36791.316
"3599_189.127_9.661",227943.44,198801.45,226670.08,198474.94,201128.86,264729,126848.16,148707.58,129990.45,130728.38,110154.66,129899.95
"3445_189.127_9.323",63787.86,68592.555,74426.375,111991.67,107439.18,118418.97,42239.598,43728.74,44749.047,38788.062,33513.965,38298.14
"4708_189.127_11.346",306554.9,193870.8,199991.14,166511.81,248691.75,168286.8,203203.4,99072.72,178016.61,71715.89,80574.86,76387.38
"4448_189.127_11.06",244698.75,166821.97,153754.39,162918.38,170572.84,153920.1,211638.12,281038.03,179646.02,129321.39,156027.45,113669.67
"7559_190.05_14.703",58311.918,71923.875,55633.016,77042.15,86821.86,84821.56,25267.479,23063.654,25710.623,0,0,0
"4028_190.05_10.536",197182.62,200137,202536.77,200580.4,187786.94,192524,162038.44,176332.6,165976.27,158330.47,179565.94,170780.11
"3610_190.05_9.679",85595.65,86737.99,80401.63,58589.414,60601.64,53026.742,81576.664,72482.17,72751.01,72897.31,75865.35,73160.07
"394_190.144_3.704",0,0,0,125604.945,126557.41,124918.44,0,0,0,0,0,0
"1657_190.159_6.494",24868.291,0,236833.89,810932.9,243591.9,777814.3,7525.0986,2030.1929,5214.3076,0,0,0
"1800_190.159_6.636",246365.89,73064.59,79226.76,227568.1,797476.2,224040.1,18568.9,23384.7,11789.4375,0,0,0
"712_191.081_5.361",75873.72,73677.73,80495.695,67658.58,73538.52,72409.25,75231.95,72888.47,69156.19,67808.445,58201.156,63645.707
"4130_191.107_10.644",120375.53,116973.73,130136.89,193212.23,167956.53,185511.61,95945.63,97649.05,110984.58,69721.22,87252.625,82967.58
"3920_191.107_10.357",87680.82,73644.5,86519.234,108510.57,107535.3,101143.13,63166.973,71790.71,79666.375,64726.234,72665.16,66988.8
"2564_191.107_7.543",83669.5,86332.87,78339.31,78003.39,79161.914,86319.04,52283.9,70330.08,80183.33,76399.625,80777.016,140194.39
"4220_191.143_10.75",73994.9,65297.75,71976.59,24476.822,25582.65,23495.59,79930.51,78987.3,81255.37,75853.38,80721.17,67808.95
"4894_191.143_11.562",235636.02,231870.23,252385.33,140903.06,89000.16,146064.14,161876.61,87477.164,142289.47,70621.734,144066.17,73463.586
"2962_191.143_8.223",5201.153,6500.749,16019.441,64989.566,63338.707,88080.305,11583.696,14427.306,16510.127,2520.9165,4637.0176,6780.126
"3120_191.143_8.514",14457.01,15674.961,16495.164,24323.324,20699.469,20271.758,5598.043,13123.552,7248.5576,2763.8457,8680.031,5240.8535
"4562_191.143_11.179",127939.54,137726.08,161032.84,226006.05,117691.13,98857.625,142975.3,152081.11,153480.9,101751.14,131727.48,140824.89
"4416_191.143_11.022",20646.793,36292.438,27429.473,196321.28,239542.31,229037.73,27198.398,24014.57,22167.703,25694.268,27872.365,0
"6981_191.179_13.116",90176.35,113385.56,118507.86,196911.7,170137.56,202575.84,78098.36,70364.914,64994.043,58934.758,82725.21,57865.277
"5584_191.179_12.144",130028.914,112528.695,116744.29,109641.97,114879.375,115100.414,88206.72,92798.82,92137.26,87718.445,90916.305,85030.42
"3560_192.138_9.54",1297439.6,1304817.9,1289266.4,1198446.6,1156904.6,1149817.1,1176473.2,1160298.6,1195233.1,1160535.5,1158652,1143750.5
"3224_192.175_8.775",20218.7,36120.48,33691.85,120777.39,157455.19,165058.22,3352.2998,3939.209,4687.0776,0,0,0
"2841_192.175_8.004",101132.25,85507.79,83783.695,248259.55,193135.7,238665.78,16985.963,7592.0625,16918.465,0,0,0
"2193_193.086_7.077",103315.266,100310.47,179765.8,75857.64,75580.27,79705.66,119225.84,121008.13,144167.19,151011.19,133071.97,155919.61
"457_193.12_4.551",334272.22,350640.94,335864.28,323484.6,311292.9,334922.66,304116.28,305907.6,305676.6,296931.22,319008.03,310884.25
"6329_193.122_12.659",137358.83,138645.9,158580.25,412786.88,415815.3,373569.47,47680.64,43034.516,49922.195,19349.61,13304.495,17990.91
"2972_193.122_8.239",49964.28,55965.25,62150.383,49013.91,35044.81,54775.758,72676.266,79087.15,112033.9,79838.21,71566.08,85950.7
"5147_193.122_11.763",29509.932,30108.883,26309.02,43134.766,37242.887,55852.414,16019.832,13718.146,22150.023,12650.916,17680.879,17315.39
"3937_193.122_10.391",152263.64,145947.6,167653.88,110282.766,117771.664,167066.88,134394.4,194695.69,120437.31,101955.414,132007.23,117226.04
"3995_193.122_10.487",173560.94,154292.39,156630.5,237938.42,189469.64,240988.4,126734.67,119800.086,125577.8,250403.67,109256.75,133125.83
"3793_193.122_10.074",394993.62,341943.88,401541,405777.22,476467.8,344568.72,328951.72,271253.75,273216.7,295468.4,266016.5,267322.1
"4621_193.159_11.251",209021.23,174792.94,186758.14,186596.73,167290.84,74593.195,175676.19,131807.1,142520.31,141114.73,124672.02,88037.484
"4855_193.159_11.504",90876.06,113088.484,88847.47,105482.46,120991.93,107608.375,83223.32,89628.5,99273.445,86133.51,88823.18,102503.77
"796_194.118_5.505",17993.24,24926.254,19246.232,27433.48,25021.576,31396.145,0,20554.27,19379.79,22172.299,21245.246,21591.906
"334_194.118_1.84",882353.94,991375.7,928120.1,382260,1216129,1254351.5,591453.56,536328.75,746648,657926.06,737130.4,651207.9
"281_194.118_1.336",41076.87,41984.344,34368.71,50497.85,52794.812,43831.812,0,0,0,28578.62,0,28498.26
"4_194.966_0.656",22227.504,46272.57,30437.477,87540.17,78909.76,101790.73,3121.7642,4816.2603,3900.073,0,3798.129,4860.1206
"3678_195.081_9.812",88131.62,138680.47,89251.305,113178.734,93335.29,118366.555,77357.625,79715.74,112154.984,76740.516,82814.47,67453.17
"1078_195.092_5.931",26936.506,29026.104,31831.836,68699.7,61412.113,58939.9,13513.406,13380.393,15859.977,8648.665,9948.74,8795.696
"3572_195.102_9.583",107571.78,113731.734,99936.58,122614.64,141977.89,124741.2,87908.484,89077.63,82302.766,85451.93,93445.98,81204.81
"3718_195.102_9.922",63613.438,71193.38,68989.4,97482.39,102316.53,83507.11,57462.83,59282.223,55257.75,52056.14,54288.125,53640.113
"1524_195.102_6.372",58193.645,62309.727,61592.582,63997.355,51334.613,60152.453,64084.94,60731.492,55518.91,53492.754,64356.766,53244.363
"1641_195.102_6.476",64191.13,66905.07,76533.92,69662.07,75667.24,67998.54,67268.98,82669.234,75856.01,84129,79388.414,64685.793
"4546_195.138_11.166",84284.586,103815.805,92427.07,111948.66,109939.695,97114.875,66435.34,63480.88,68376.91,71641.95,59196.562,71425.83
"6558_195.174_12.817",147580.42,150004.72,139578.77,163877.39,183371.77,192279.5,106464.17,106044.14,111369.53,90899.76,83559.51,116736.516
"5324_195.174_11.952",103216.75,96088.78,93554.31,110719.71,96672.75,101678.75,69331.49,65991.79,69020.53,73120.61,59218.82,70746.78
"5187_195.174_11.799",64189.992,65428.66,68120.64,24983.625,25716.635,26119.043,54417.254,58066.18,54364.85,59055.395,50582.914,61596.06
"2757_195.186_7.859",13120.658,11233.805,13836.655,44289.64,36939.504,42107.31,0,1797.439,1517.2981,0,0,0
"4860_196.206_11.529",35849.562,39590.797,39899.43,152990.98,146130.22,146867.38,2732.1738,7274.054,9238,0,0,0
"3039_197.117_8.347",262058.7,266023.9,265595.28,265243.62,262648.5,250403.61,225831.88,208054.73,207803.08,188225.61,207620.66,222537.55
"3561_197.117_9.543",92931.83,97251,109517.39,95729.984,122281.1,138785.53,57376.89,71376.42,67467.164,60376.65,70169.95,71039.71
"1562_197.117_6.404",151795.36,167041.52,163121.61,450696.06,443977.22,439907.56,72785.74,71512.07,72753.68,43128.793,46794.67,55137.03
"1951_197.117_6.809",291642.72,309482.97,323362.34,782787.4,776344.3,802825.06,191670.8,219409.47,210321.66,151684.2,155292.9,166461.03
"1983_198.113_6.856",126800.72,143194.22,128309.19,61745.426,65407.223,57782.617,83656.11,87405.87,88127.24,89451.484,106542.33,87239.47
"463_198.113_4.556",20613.871,20730.754,20413.447,32185.062,30007.424,54415.934,14453.762,15528.529,15555.525,17697.975,16573.756,19159.05
"4044_198.185_10.545",345414.4,356487.53,321584.94,50101.4,43178.344,47615.773,271130.75,254378.31,248487.9,272479.9,287339.2,261773.78
"3635_198.185_9.719",55009.9,55926.39,52119.49,51248.21,43929.504,49000.844,45429.1,51848.414,47547.23,47697.848,49893.348,45670.137
"473_199.087_4.652",53977.453,49043.055,47423.39,11999.449,8206.877,11707.117,54993.234,51496.445,53619.523,44283.305,51270.93,49898.258
"2252_200.143_7.149",3008177.8,3151213.5,3101770.5,2764875,2861914.5,2694153.5,2836583.5,2943299.8,2861043.5,2852307.8,2831129.5,2944089.2
"5331_200.201_11.95",45475.348,42142.89,43953.164,23181.94,24451.85,6958.04,190256.9,45395.17,0,110724.445,0,22693.078
"5047_200.201_11.671",3848130.2,3627646,3835528.5,571352.8,622130.9,619832,3379040.8,3533797.5,3382374.2,3432065.5,3035344.8,3560509.8
"1542_200.948_6.392",92029.305,98617.37,97925.73,54148.21,53216.195,59359.758,76735.3,91243.87,96081.59,79845.836,84654.9,90942.9
"241_201.073_1.065",90399.36,75829.875,69822.35,42114.37,43618.08,66090.92,28688.123,106779.61,55475,26318.084,75753.44,48233.375
"271_201.074_1.206",28642.816,85399.06,67925.05,17483.342,15655.506,50108.105,13466.091,26188.424,35330.465,10676.685,43752.137,27254.96
"194_201.124_1.015",10434.483,5427.125,9825,22670.676,19679.896,7347.2812,11621.846,9005.925,11973.115,12886.949,8161.6978,4442.502
"1097_201.16_5.948",22874.682,21126.098,24906.404,89631.95,93851.54,100527.7,1911.1438,1934.2229,5496.772,0,0,0
"994_202.086_5.806",246035.23,282951.3,264710.7,138153.88,147864.3,167844.12,230807.14,290305.72,229250.95,183702.66,227300.53,177923.66
"152_202.18_0.806",134598.78,156262.69,170020.98,289887.84,287490.56,339555.8,121088.234,122074.28,137735.89,130554.81,128552,136442.98
"221_202.18_1.023",59839.586,99017.31,153878.94,315652.5,318495.6,122239.164,125759.57,116734.84,128322.44,129447.1,34770.094,30276.023
"5009_203.143_11.641",103994.28,120387.766,127792.07,113724.336,108995.82,137386.53,112556.39,100496.12,120097.5,134235.56,121247.664,114344.195
"4793_203.143_11.423",153960.05,95343.84,99183.72,19989.266,45489.875,26868.36,178092.3,171285.4,183875.22,180397.34,160830.98,114186.64
"4657_203.143_11.293",129829.01,114242.18,132475.77,96811.55,144376.28,116561.19,136246.45,35077.85,94013.07,92664.8,74263.56,85956.2
"1315_204.066_6.168",35895.332,36827.22,40755.137,89554.47,95334.28,78951.67,32617.438,37593.977,33855.13,32520.082,33229.93,33515.492
"2445_204.066_7.38",12550.575,10392.216,9937.979,50626.42,46384.98,68498.47,5910.269,5813.4062,6314.4297,4981.7954,4101.4116,9787.558
"1131_204.138_5.982",86913.4,90336.055,79406.96,169986.4,149434.34,196423.05,22866.516,19410.65,28864.799,8450.3955,8550.211,7420.803
"2483_204.175_7.438",8007.879,41533.95,28300.527,285493.84,251650.6,290960.94,1866.7487,4305.456,5582.4946,0,0,0
"266_205.09_1.184",33347.117,30892.658,26953.088,0,0,0,20041.102,17031.941,18613.756,37091.492,33111.72,45721.688
"4355_205.122_10.939",107024.25,88624.89,84904.38,248222.88,177021.02,131024.95,64114.305,91437.836,79502.06,71201.03,72912.836,85197.9
"4548_205.122_11.166",172352.25,178924.48,185334.72,141587.44,126452.3,195890.69,87865.664,75003.414,94088.5,149945.05,77203.7,84637.375
"2726_205.122_7.815",157900.16,192305.08,151137.7,114866.36,106903.51,112394.016,226313.2,207010.98,194694.73,215962.2,189030.34,180230.83
"4478_205.122_11.084",84826.71,85090.984,85657.23,85792.164,85404.16,100111.22,72791.4,82470.46,86866,68929.56,78977.125,80280.63
"4919_205.159_11.579",170442,176194.12,157869.42,89883.48,144514.94,116785.35,121335.516,78303.17,126755.25,73539.586,132636.06,78639.016
"6252_205.195_12.589",6134.1216,27749.629,22916.182,230398.8,229826.73,228213.69,13704.57,16703.947,18070.076,8003.4834,18113.479,14555.179
"348_206.118_2.118",38754.473,48356.633,46855.504,41037.01,0,189890.31,35959.055,43019.242,37500.03,31769.424,42701.965,36053.367
"254_206.118_1.118",95219.63,73617.19,69270.695,205109.02,227542.67,207450.69,41893.26,26622.088,27644.473,12640.266,0,0
"179_206.118_0.85",25237.28,32057.91,36538.324,68550.74,49982.797,88156.57,9484.825,5546.08,6011.2896,5735.7036,0,0
"56_206.139_0.794",76727.24,70401.15,89557.7,84529.77,98132.914,45002.773,46570.883,58304.324,50868.715,52703.27,57216.707,52880.23
"648_206.154_5.237",26450.07,22869.434,29320.148,73397.99,77567.42,77616.13,10231.779,13391.48,12788.805,2375.8564,0,0
"3266_206.19_8.89",229590.6,118291.336,216365.55,581951.94,580761.06,564086.06,28959.04,20349.525,29035.123,0,1667.3123,0
"3125_206.19_8.527",30508.246,27468.756,32527.83,105242.805,96017.56,113578.77,3002.8047,2029.7572,6266.31,0,0,0
"3605_206.19_9.671",21642.533,16561.152,9691.075,130456.66,150937.38,100004.64,1996.9811,1910.268,0,0,0,0
"2809_207.102_7.946",124774.73,111152.484,161906.47,92978.19,102774.45,106246.29,124318.875,85526.445,150322.92,155527.86,246377.69,150716.1
"4037_207.102_10.522",26069.182,41638.27,40662.3,95995.58,111299.3,92892.07,14252.933,33451.848,24065.361,20930.154,27378.17,26432.576
