"","DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML"
"5736_424.158_6.173",8115,8115,8115,104880.6,316499.16,368449.03,97115.05,482689.97,148679.48,134656.12,55834.42,548547.7,128622.42,88944.89,127267.68
"10586_425.144_6.963",8115,8115,8115,202291.47,270633.66,1470897.4,254933.27,187006.31,210916.05,217140.25,190017.42,1186597.1,219440.34,204311.97,133320.95
"12866_425.144_7.258",8115,8115,8115,194711.16,219783.56,205647.17,303210.56,262127.6,273226.56,1852865.9,220804.44,228283.78,213454.23,222122.55,159493.53
"11927_425.144_7.119",8115,8115,8115,254426.19,231694.44,233876.58,271976.5,824908.3,200617.16,186868.1,1925743.4,98660.875,235078.81,153173.77,1571642.4
"16116_425.144_7.729",8115,8115,8115,221461.06,40434.742,248361.11,338067,339692.88,2345383.5,204949,135001.81,192700.39,200345.61,147728.97,101636.83
"2600_425.157_5.437",8115,8115,8115,493794.9,96670.375,159176.06,49318.797,48445.03,45139.727,226837.53,20079.46,131566.86,298146.44,48289.61,71522.36
"9132_425.158_6.72",8115,8115,8115,30733.344,26839.033,79833.58,36858.523,67001.91,57453.52,9381.626,20228.756,26446.291,26140.424,20818.215,39491.79
"7767_425.158_6.431",8115,8115,8115,16961.336,28808.508,83424.805,47995.605,102975.69,73722.59,42430.17,46683.44,23023.549,43598.047,51330.67,68031.375
"10263_425.159_6.925",8115,8115,8115,50935.97,11766.328,10965.787,37398.07,20159.695,14577.072,18382.432,17715.97,11814.965,9736.004,23078.58,8652.6
"12990_425.16_7.287",8115,8115,8115,43295.664,17309.63,13785.954,8115,17737.365,8647.511,18341.922,21830.467,8115,20414.213,33247.754,17650.266
"23322_425.16_8.896",8115,8115,8115,26670.582,20608.227,23700.957,28700.951,19913.2,24287.559,16964.215,25236.012,37154.09,10954.54,23387.902,8115
"4737_426.139_5.942",8115,8115,8115,57053.844,40136.547,63571.23,73890.06,65882.88,165035.14,59597.71,32466.84,94284.13,18691.363,73990.195,75793.46
"17130_426.175_7.822",8115,8115,8115,133050.89,85545.18,100203.78,257355.81,263759.84,119471.89,103190.41,58267.82,123092.71,107561.34,250950.9,115692.484
"14170_426.175_7.458",8115,8115,8115,206643.1,190548.27,612263.1,2178175.2,213926.73,211512.83,175790.28,166002.52,128002.77,381109.8,78821.06,107805.836
"12599_426.175_7.265",8115,8115,8115,1491630.2,329118.06,87882.06,211778.38,1253651,1288223.6,435270.22,41576.312,130484,96150.26,155660.77,53336.33
"15614_426.175_7.641",8115,8115,8115,107351.375,184933.9,188563.7,99310.13,185610.56,725813.75,146796.05,31175.227,137165.1,143906.34,82561.41,144658.48
"8863_426.175_6.701",8115,8115,8115,197259.55,202886.78,150728.31,207910.17,414188.3,221696.75,99891.63,104591.83,126249.73,166371.72,345717.53,166363.88
"11174_426.175_7.03",8115,8115,8115,114501.42,1031178.06,197461.06,180566.83,267986.78,161380.73,163163.17,897112.8,193763.02,1047334.7,205622.62,1239658.6
"5441_426.175_6.131",8115,8115,8115,100436.14,241116.38,292964.9,144070.42,38172.375,142595.94,111512.914,314463.44,52314.94,96748.58,250430.28,145896.89
"9839_426.175_6.874",8115,8115,8115,185288.55,34066.89,790467.56,240974,185954.55,112200.86,878629.3,133915.31,953731.56,163887.6,144277.84,87704.02
"12287_426.211_7.187",8115,8115,8115,113011.64,106767.54,85724.52,106922.164,116096.91,98432.97,49389.176,80140.766,87713.4,89042.516,74300.55,60863.863
"6949_426.249_6.361",8115,8115,8115,71650.836,63414.883,58016.934,42810.44,40043.46,53192.734,47543.668,81216.29,65525.023,74636.16,56621.293,66205.74
"21472_426.301_8.57",8115,8115,8115,63762.28,58716.203,66939.95,65974.234,78081.41,88231.87,66301.52,68497.23,63246.82,39264.21,37865.707,42596.91
"682_427.037_2.513",8115,8115,8115,119093.84,120775.74,132174.83,75117.24,78203.02,81356.016,195020.69,241434.31,175595.56,184593.9,215698.45,246932.7
"666_427.037_2.223",8115,8115,8115,276478.25,290193.94,289198.06,141192.27,148207.1,155551.72,443690.72,456156.4,311315.88,368454.78,474326.8,491771.94
"781_427.037_4.03",8115,8115,8115,109499.29,111121.19,83020.266,50275.473,50323.016,57011.6,138652.86,178208.73,80970.7,45413.914,180002.02,184534.66
"15906_427.161_7.74",8115,8115,8115,551512.2,144194.89,110106.24,141265.89,224236.11,70065.69,119877.945,84315.86,854076.8,162007.06,164755.89,129365.11
"19196_427.177_8.227",8115,8115,8115,8709.457,9302.783,24459.453,10333.256,24509.488,61137.93,15316.631,31505.848,71716.71,28448.61,9291.223,29538.754
"38839_427.248_13.334",8115,8115,8115,37027.902,41175.46,35913.137,101688.9,89410.08,88802.86,27934.8,22333.01,22821.752,8115,8115,8115
"35781_427.318_12.268",8115,8115,8115,10623.737,15477.011,14082.695,109187.67,99578.69,96901.14,8115,8115,8115,8115,8115,8115
"8480_428.155_6.618",8115,8115,8115,112406.48,101999.32,93424.3,156005.28,244916.3,373315.88,258327.36,384172.3,137967.67,299898,170433.56,145446.47
"7675_428.155_6.501",8115,8115,8115,32882.74,149719.94,402845.4,115637.234,201717.83,142996.72,93542.984,95097.64,51286.66,94704.664,115496.83,97821.65
"6473_428.155_6.256",8115,8115,8115,728003.6,47835.742,38236.03,141637.45,430071.53,79586.36,104301.24,74046.2,120087.37,56573.4,87614.1,42812.96
"5577_428.155_6.135",8115,8115,8115,58926.71,742350.6,127710.016,46810.008,86450.25,465186.9,345681.25,81013.73,119648.89,362423.56,511117.25,172776.45
"4293_428.155_5.878",8115,8115,8115,122973.26,131997.64,348299.06,68237.4,123498.35,50406.273,258284.64,442883.84,413591.5,73600.03,110813.02,570017.06
"3136_428.155_5.591",8115,8115,8115,109894.05,88156.12,128657.38,46151.19,204861.88,27557.66,95320.44,101486.97,104723.02,233398.75,275376.75,77424.2
"2561_428.155_5.458",8115,8115,8115,80522.32,87650.05,245281.67,76878.22,47306.023,78647.21,211471.34,93848.03,61580.07,80828.12,95956.695,85814.48
"12399_428.192_7.189",8115,8115,8115,96734.07,126339.26,105796.34,78369.69,179702.86,92102.59,134068.75,136118.8,130064.19,192608.89,348166.8,129521.99
"8410_428.192_6.613",8115,8115,8115,37919.15,89852.41,69853.55,52679.883,53772.234,134155.58,127687.48,271620.9,57979.484,208951.05,55230.36,81336.83
"33641_428.219_11.566",8115,8115,8115,797187.8,812231.6,797858.25,309109.38,308025.47,335498.78,705570.8,695211.06,737285.75,721599.75,689249.75,672371.3
"21994_428.257_8.651",8115,8115,8115,192076.92,201207.69,172387.11,8115,8115,8115,214476.78,225990.73,217717.78,185712,192608.08,193735.52
"27711_428.265_10.005",8115,8115,8115,150284.38,160232.38,162086.62,156938.67,145633.3,159720.27,115360.2,117729.4,114726.23,98729.94,105672.79,112178.8
"13449_428.996_7.384",8115,8115,8115,213434.97,204188.97,217070.9,227926.4,131723.66,237823.38,59942.55,152075.64,148717.88,138026.34,140779.92,83964.3
"39485_429.089_14.151",8115,8115,18857.07,21876.803,29350.56,30513.81,8115,8115,8115,19632.502,27508.229,31564.883,8115,8115,8115
"4539_429.261_5.915",8115,8115,8115,67786.195,72322.88,66887.58,31986.947,43293.75,44092.35,62033.76,57448.406,67366.984,59644.273,67559.516,59549.12
"35245_429.368_12.087",8115,8115,8115,9455.775,10537.053,12470.057,118111.8,125095.195,119930.734,8115,8115,8115,8115,8115,8115
"6975_430.173_6.392",8115,8115,8115,102008.99,212360.58,132061.31,52541.363,115503.64,21366.164,53373.438,106732.4,114804.93,85123.72,99494.16,50401.35
"7997_430.173_6.57",8115,8115,8115,413065.72,72068.51,445804.4,207403.19,72356.984,46845.633,115182.18,106646.86,49040.45,131064.25,122711.3,117685.875
"5048_430.173_6.023",8115,8115,8115,166589.92,83228.82,100381.94,82934.336,87426.83,44855.83,60212.426,58680.55,57140.863,77295.08,156269.98,71112.04
"6321_430.229_6.252",8115,8115,8115,58729.23,61003.668,53899.3,27675.994,21697.984,46925.02,20941.316,25944.441,55922.48,54686.812,63030.04,53415.113
"9348_430.244_6.764",8115,8115,8115,135175.38,144530.14,151739.67,8115,8115,8115,125773.64,119944,122935.375,88915.78,93079.21,101244.23
"35145_430.298_12.032",8115,8115,8115,31476.21,33255.277,33831.84,151531.3,158022.45,157470.34,9470.422,13345.532,12124.248,8115,8115,8115
"38041_430.305_12.957",8115,8115,8115,129633.695,138190.39,105297.734,275068.03,273282.8,275494.4,15097.493,14009.327,24600.904,8115,8115,8115
"35269_430.318_12.095",8115,8115,8115,24626.39,23093.992,15436.195,25686.95,9587.774,17945.463,8115,19753.553,16021.351,15737.968,8115,13294.51
"39356_430.353_13.84",8115,8115,8115,70301.12,54650.508,58929.6,43261.26,47191.574,42872.234,47148.137,34212.26,37339.484,31591.887,26035.143,32662.094
"39067_430.353_13.501",8115,8115,8115,230289.5,220400.81,163145.22,183858.84,229655.61,151070.67,169862.47,201369.52,53925.5,159437.39,226312.55,117317.15
"39221_430.353_13.692",8115,8115,8115,38322.832,47614.598,35131.684,51827.258,22242.71,30317.531,36282.777,41462.332,27460.453,44875.176,30678.518,36745.445
"39433_430.353_13.979",8115,8115,8115,15135.271,16258.486,14481.774,8586.743,11103.366,8115,15011.398,15743.748,13704.247,15508.273,10606.32,14057.723
"17511_431.169_7.954",8115,8115,8115,151434.22,228085.77,234740.53,210356.33,141695.22,62671.723,841248.6,196353.47,1397793.1,188829.66,170398.25,194250.64
"19492_431.169_8.266",8115,8115,8115,235627.14,233566.25,813716,97046.96,270920.56,80316.22,75790.91,63847.97,201707.58,195102.03,47097.445,188771.23
"20944_431.169_8.458",8115,8115,8115,129919.27,233688.4,278982.7,533499.5,192749.22,304249.4,1153407.8,119306.07,183904.39,188447.6,809106,1129200.2
"31235_431.206_10.838",8115,8115,8115,164142.27,100347.18,173293,299691.6,262182.94,332325.72,145431.56,101954.02,139402.48,134677.56,130822.94,128509.914
"32437_431.206_11.176",8115,8115,8115,30106.82,124409.8,118597.8,254328.88,267862.75,484616.94,106035,95549.21,83153.55,112063.03,100399.1,109098.48
"39012_431.283_13.451",8115,8115,8115,120500.805,128706.17,116985.75,338562.88,345430.44,341070.7,56318.6,58106.695,60735.926,8115,8115,8115
"35876_431.302_12.325",128193.84,137130.97,116591.56,48117.996,15947.865,16212.732,75682.6,48537.773,57456.18,8115,11192.475,11612.424,8115,8115,8115
"36291_431.302_12.411",102344.625,103929.445,112932.5,41165.137,24220.162,21926.809,91943.93,62936.098,56896.723,8115,8115,8115,8115,8115,8115
"11492_432.236_7.072",8115,8115,8115,103511.734,110330.125,33306.42,116093.51,85457.234,109875.766,30814.258,66479.69,79416.21,48104.445,82187.64,152804.9
"8896_432.237_6.688",8115,8115,8115,55361.336,68829.28,81124.164,93495.945,79906.234,85108.31,25274.078,36024.12,30002.547,48046.355,52561.297,28498.246
"7436_432.237_6.444",8115,8115,8115,64266.703,63816.598,72268.336,66248.57,55648.582,95750.76,64963.56,48714.008,33760.33,32986.402,42443.133,47712.805
"3190_432.28_5.612",65648.26,68049.47,76642.26,520666.88,555788.25,567340.25,720361.5,706977,690271.2,441836.5,482122.94,508193.06,309062.9,400384.16,448052.22
"29021_432.296_10.376",507236.72,527403.44,491186.56,12932.768,22047.832,22678.78,22109.984,12384.983,16710.559,8115,8115,8115,8115,8115,8115
"29680_432.296_10.525",510692,89227.375,542405.56,23458.22,21273.965,17580.482,11696.99,8115,8115,8115,8115,8115,8115,8115,8115
"31523_432.296_10.913",26772.955,35304.004,32245.02,11674.381,11106.6,20506.295,19710.645,16841.88,18987.207,8115,8115,8115,8115,8115,8115
"38884_432.333_13.372",8115,8115,8115,195541.7,247230.6,210202.53,183185.88,173424.53,188875.4,153810.88,100570.69,154102.61,117084.05,126414.805,144571.77
"32170_432.347_11.134",35451.094,39584.58,40723.76,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115
"19250_433.185_8.227",8115,8115,8115,275168.8,251165.42,299752.72,304993.2,343713.44,327342.38,264191.25,258233.48,1813394.4,245786.77,107584.47,247161.6
"20846_433.185_8.482",8115,8115,8115,300719.4,313090.53,2014608.4,368159.25,360683.34,360639.78,90526.266,242686.89,265423.47,48573.85,277591.78,266458.8
"22886_433.185_8.823",8115,8115,8115,313136.88,3216897.5,308014.53,189771.98,375464.8,399547.56,261537.64,270881.44,255461.69,262282.16,144108.97,260171.33
"22184_433.185_8.658",8115,8115,8115,302951.12,332522.8,141406.9,387147.62,324465.72,381665.16,260084.47,2400936.2,257979.08,252569.4,252918.52,2432039.8
"26131_433.186_9.49",8115,8115,8115,246318.33,245635.34,251473.1,3995383.2,92227,256268.86,82454.44,207901.08,222667,227786.17,221562.03,214631.4
"30566_433.222_10.737",8115,8115,8115,1836220.2,698045.56,76860.43,90041.46,195939.52,2657155.5,129788.36,1127777.9,119594.21,58945.707,130071.65,84549.59
"31704_433.222_10.975",8115,8115,8115,125839.28,110545.99,152285.5,418077,284585.6,279559.9,121768.625,113080.76,127830.125,119013.16,114344.17,128979.055
"31134_433.222_10.824",8115,8115,8115,176094.75,156844.53,126671.38,200520.1,1048458.56,176075.75,137301.5,140592.75,424660.78,95384.05,130401.34,286407.8
"2903_433.234_5.523",8115,8115,8115,21882.639,21395.88,18483.69,60935.25,80106.695,65073.402,13763.839,19136.469,19615.828,22127.795,22172.588,21626.223
"30885_433.282_10.792",52963.31,44238.61,44605.754,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115
"30180_433.282_10.648",88834.27,111969.766,96203.73,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115
"32681_434.293_11.263",8115,8115,8115,137994.16,144185.66,144592.19,604054.56,601029.8,613673.3,44009.55,44065.9,41006.242,8115,8115,8115
"27588_434.347_9.96",8115,8115,8115,81169.35,120396.836,131539.4,66438.516,25326.992,78995.82,86223.49,74666.57,82032.68,107990.2,30479.89,109597.47
"28898_434.348_10.299",8115,8115,8115,196125.88,214059.58,158884.69,91893.625,70730.97,81515.03,160043.06,112247.22,124884.39,209151.47,131573.56,175653.42
"16061_435.164_7.749",8115,8115,8115,254127.08,352522.12,366386.7,394855.1,386112.8,388093.56,304254.72,2580306.2,306096.12,2887639.5,303461.12,171360.4
"18245_435.164_8.069",8115,8115,8115,361304.78,3399866,372087.34,402678.66,439371.97,446781.3,293819.38,308333.94,306484.25,279880.03,2871699.8,271520.12
"13071_435.163_7.326",8115,8115,8115,191181.17,303441.28,275935.9,252029.86,165565.47,53872.125,3183558.2,257267.4,275145.06,264818.5,245321.77,273210.47
"16833_435.164_7.866",8115,8115,8115,359273.8,356806,367715.25,406602.5,420079.84,411606.97,275926.12,277963.34,3197478.2,318795.06,282753.8,322344.44
"20583_435.164_8.378",8115,8115,8115,3526787.2,359771.3,250672.28,3368176.2,4207211.5,459989.84,272549.66,279099.47,312324.12,169067.53,315076.84,267611.22
"21655_435.165_8.572",8115,8115,8115,334570.28,334380.03,182673.89,472516.34,531432.6,4773905.5,91242.03,273561.06,278360.94,270922.62,269215.78,266760.97
"10549_435.178_6.926",8115,8115,8115,19290.744,43923.715,31864.594,29965.418,71089.266,68257.18,44706.71,11821.018,11066.19,11075.524,61754.87,14268.264
"13357_435.178_7.319",8115,8115,8115,15964.906,8115,13387.273,35640.9,17820.746,13977.051,8115,8115,8115,8115,8115,8115
"23949_435.201_9.041",8115,8115,8115,281885.2,2373265.5,278802.28,387777.03,385829.56,361163.97,2068349,219496.48,215953.12,1936048.6,607317.2,1039858.5
